Header: 0
Map Number: 75
Object Count: 112
Type,PositionX,PositionY,PositionZ,AngleX,AngleY,AngleZ,Scale
5,64.37865,188.0644,2.987977,0,0,90,1.4
5,79.08041,188.4115,1.547977,0,0,420,1.12
5,76.26558,191.7901,1.547978,0,0,420,1.12
102,73.32613,193.1765,1.695,0,0,90,1.5
126,70.5,205.5,1.695,0,0,0,1
102,76.32725,200.2133,1.695,0,0,42,1.5
121,74.98049,195.9003,1.695,0,0,70,1.879999
103,74.8367,201.8343,6.980759,0,0,-49,1.24
103,71.05674,193.0607,6.945,0,0,-2,1.24
121,73.12529,195.7231,2.375,0,0,70,1.879999
121,77.06628,201.9554,2.345,0,0,20,1.879999
121,74.18787,198.8082,2.375,0,0,70,1.879999
121,75.9949,198.7179,1.695,0,0,70,1.879999
121,78.28126,200.2042,1.695,0,0,22,1.879999
111,77.60855,198.7206,1.694999,0,0,46,0.7200003
38,73.38675,206.7235,2.835,0,0,-150,1
38,73.38675,206.7235,7.835,0,0,-150,1
106,75.87733,205.9715,3.21627,0,0,0,1
106,71.45172,205.4641,3.161414,0,0,190,1.22
132,72.75082,205.0539,3.223265,0,0,0,1
29,64.09492,198.0954,2.835,0,0,0,1
34,69.87796,205.6103,2.861694,0,0,0,0.7800002
14,74.89531,193.1398,1.695,0,0,93,1
14,77.40675,199.0196,1.546762,0,0,43,1
79,77.38533,199.0532,5.372933,0,0,0,1.17
79,74.83298,193.1277,5.419696,0,0,0,1.13
5,66.26162,198.8587,2.835,0,0,90,1.539999
5,67.22324,196.7807,2.835,0,0,100,1.36
5,76.96621,197.7489,1.547977,0,0,90,1.4
5,71.41196,192.0507,2.987977,0,0,90,1.4
5,69.32997,202.4759,2.834999,0,0,30,1.599999
5,74.70136,205.5019,2.839025,0,0,30,1.599999
5,76.28494,195.1539,1.547979,0,0,80,1.12
111,75.23457,193.1272,1.694999,0,0,94,0.7200003
38,69.15923,207.8748,2.835,0,0,-240,1
38,69.15923,207.8748,7.835,0,0,-240,1
96,78.21665,205.8478,2.904778,0,0,50,2.379999
97,67.01433,204.0236,2.795161,0,0,-10,1.979999
5,67.16222,202.9297,2.834999,0,0,90,1.599999
5,67.1509,201.3054,2.835,0,0,50,1.599999
5,66.35928,202.3463,2.834999,0,0,50,1.28
5,64.2638,201.1644,2.834999,0,0,50,1.799999
5,64.83428,202.8464,2.834999,0,0,50,1.679999
97,63.12347,203.3347,2.79516,0,0,60,2.139999
96,77.09433,208.0317,2.694999,0,0,170,2.119999
98,64.03913,210.2232,2.813408,0,0,13,1.579999
5,82.57969,187.9106,1.547978,0,0,90,1.4
5,84.79178,188.3854,1.547978,0,0,420,1.12
121,82.33905,181.1217,2.333039,0,0,150,1.879999
121,83.64561,182.7681,1.695,0,0,150,1.879999
97,84.50974,186.2137,1.945573,-2,-350,61,1.42
126,85.5,192.5,1.695,0,0,0,1
126,84.5,192.5,1.695,0,0,0,1
126,84.5,192.5,1.695001,0,0,0,1
102,83.03067,203.0158,1.695,0,0,0,1.5
121,85.31204,201.2346,1.695,0,0,-20,1.879999
121,85.33675,203.3304,2.395,0,0,-20,1.879999
121,80.79141,201.204,1.695,0,0,22,1.879999
121,87.22519,200.5443,1.695,0,0,-20,1.879999
121,80.41606,203.0994,2.345,0,0,20,1.879999
121,89.39311,201.8217,2.395,0,0,-20,1.879999
111,83.09217,201.3495,1.47222,0,0,-3,0.7200003
103,82.98548,205.266,5.946333,0,0,-92,1.24
11,84.5,194.5,1.695,0,0,100,1.46
14,83.00279,201.445,1.451997,0,0,-10,1
79,83.0797,201.2828,5.565988,0,0,0,1.17
97,87.65379,198.2252,2.138137,-22,-350,-128,1.679999
