Version: 0
Map ID: 75
Width: 255, Height: 255
37,1,12
38,1,12
39,1,12
40,1,12
41,1,12
42,1,12
43,1,12
44,1,12
45,1,12
46,1,12
47,1,12
48,1,12
49,1,12
50,1,12
51,1,12
52,1,12
53,1,12
54,1,12
55,1,12
56,1,12
57,1,12
58,1,12
59,1,12
60,1,12
61,1,12
62,1,12
63,1,12
64,1,12
65,1,12
66,1,12
67,1,12
68,1,12
69,1,12
70,1,12
71,1,12
72,1,12
73,1,12
74,1,12
75,1,12
76,1,12
77,1,12
78,1,12
79,1,12
80,1,12
81,1,12
82,1,12
83,1,12
84,1,12
85,1,12
86,1,12
87,1,12
88,1,12
89,1,12
90,1,12
91,1,12
92,1,12
93,1,12
94,1,12
95,1,12
96,1,12
97,1,12
98,1,12
99,1,12
100,1,12
101,1,12
102,1,12
103,1,12
104,1,12
105,1,12
106,1,12
107,1,12
108,1,12
109,1,12
110,1,12
111,1,12
112,1,12
113,1,12
114,1,12
115,1,12
116,1,12
117,1,12
118,1,12
119,1,12
120,1,12
121,1,12
122,1,12
123,1,12
124,1,12
125,1,12
126,1,12
127,1,12
128,1,12
129,1,12
130,1,12
131,1,12
132,1,12
133,1,12
134,1,12
135,1,12
136,1,12
137,1,12
138,1,12
139,1,12
140,1,12
141,1,12
142,1,12
143,1,12
144,1,12
145,1,12
146,1,12
147,1,12
148,1,12
149,1,12
150,1,12
151,1,12
152,1,12
153,1,12
154,1,12
155,1,12
156,1,12
157,1,12
158,1,12
159,1,12
160,1,12
161,1,12
162,1,12
163,1,12
164,1,12
165,1,12
166,1,12
167,1,12
168,1,12
169,1,12
170,1,12
171,1,12
172,1,12
173,1,12
174,1,12
175,1,12
176,1,12
177,1,12
178,1,12
179,1,12
180,1,12
181,1,12
182,1,12
183,1,12
184,1,12
185,1,12
186,1,12
187,1,12
188,1,12
189,1,12
190,1,12
191,1,12
192,1,12
193,1,12
194,1,12
195,1,12
196,1,12
197,1,12
198,1,12
199,1,12
200,1,12
201,1,12
202,1,12
203,1,12
204,1,12
205,1,12
206,1,12
207,1,12
208,1,12
209,1,12
210,1,12
211,1,12
212,1,12
213,1,12
214,1,12
215,1,12
216,1,12
217,1,12
218,1,12
219,1,12
220,1,12
221,1,12
222,1,12
223,1,12
224,1,12
225,1,12
226,1,12
227,1,12
228,1,12
229,1,12
230,1,12
231,1,12
232,1,12
233,1,12
234,1,12
235,1,12
236,1,12
237,1,12
238,1,12
239,1,12
240,1,12
241,1,12
242,1,12
243,1,12
244,1,12
245,1,12
246,1,12
247,1,12
248,1,12
249,1,12
250,1,12
251,1,12
252,1,12
253,1,12
254,1,12
255,1,12
0,2,12
1,2,12
2,2,12
3,2,12
4,2,12
5,2,12
6,2,12
7,2,12
8,2,12
9,2,12
10,2,12
11,2,12
12,2,12
13,2,12
14,2,12
15,2,12
16,2,12
17,2,12
18,2,12
19,2,12
20,2,12
21,2,12
22,2,12
23,2,12
24,2,12
25,2,12
26,2,12
27,2,12
28,2,12
29,2,12
30,2,12
31,2,12
32,2,12
33,2,12
34,2,12
35,2,12
36,2,12
37,2,12
38,2,12
39,2,12
40,2,12
41,2,12
42,2,12
43,2,12
44,2,12
45,2,12
46,2,12
47,2,12
48,2,12
49,2,12
50,2,12
51,2,12
52,2,12
53,2,12
54,2,12
55,2,12
56,2,12
57,2,12
58,2,12
59,2,12
60,2,12
61,2,12
62,2,12
63,2,12
64,2,12
65,2,12
66,2,12
67,2,12
68,2,12
69,2,12
70,2,12
71,2,12
72,2,12
73,2,12
74,2,12
75,2,12
76,2,12
77,2,12
78,2,12
79,2,12
80,2,12
81,2,12
82,2,12
83,2,12
84,2,12
85,2,12
86,2,12
87,2,12
88,2,12
89,2,12
90,2,12
91,2,12
92,2,12
93,2,12
94,2,12
95,2,12
96,2,12
97,2,12
98,2,12
99,2,12
100,2,12
101,2,12
102,2,12
103,2,12
104,2,12
105,2,12
106,2,12
107,2,12
108,2,12
109,2,12
110,2,12
111,2,12
112,2,12
113,2,12
114,2,12
115,2,12
116,2,12
117,2,12
118,2,12
119,2,12
120,2,12
121,2,12
122,2,12
123,2,12
124,2,12
125,2,12
126,2,12
127,2,12
128,2,12
129,2,12
130,2,12
131,2,12
132,2,12
133,2,12
134,2,12
135,2,12
136,2,12
137,2,12
138,2,12
139,2,12
140,2,12
141,2,12
142,2,12
143,2,12
144,2,12
145,2,12
146,2,12
147,2,12
148,2,12
149,2,12
150,2,12
151,2,12
152,2,12
153,2,12
154,2,12
155,2,12
156,2,12
157,2,12
158,2,12
159,2,12
160,2,12
161,2,12
162,2,12
163,2,12
164,2,12
165,2,12
166,2,12
167,2,12
168,2,12
169,2,12
170,2,12
171,2,12
172,2,12
173,2,12
174,2,12
175,2,12
176,2,12
177,2,12
178,2,12
179,2,12
180,2,12
181,2,12
182,2,12
183,2,12
184,2,12
185,2,12
186,2,12
187,2,12
188,2,12
189,2,12
190,2,12
191,2,12
192,2,12
193,2,12
194,2,12
195,2,12
196,2,12
197,2,12
198,2,12
199,2,12
200,2,12
201,2,12
202,2,12
203,2,12
204,2,12
205,2,12
206,2,12
207,2,12
208,2,12
209,2,12
210,2,12
211,2,12
212,2,12
213,2,12
214,2,12
215,2,12
216,2,12
217,2,12
218,2,12
219,2,12
220,2,12
221,2,12
222,2,12
223,2,12
224,2,12
225,2,12
226,2,12
227,2,12
228,2,12
229,2,12
230,2,12
231,2,12
232,2,12
233,2,12
234,2,12
235,2,12
236,2,12
237,2,12
238,2,12
239,2,12
240,2,12
241,2,12
242,2,12
243,2,12
244,2,12
245,2,12
246,2,12
247,2,12
248,2,12
249,2,12
250,2,12
251,2,12
252,2,12
253,2,12
254,2,12
255,2,12
0,3,12
1,3,12
2,3,12
3,3,12
4,3,12
5,3,12
6,3,12
7,3,12
8,3,12
9,3,12
10,3,12
11,3,12
12,3,12
13,3,12
14,3,12
15,3,12
16,3,12
17,3,12
18,3,12
19,3,12
20,3,12
21,3,12
22,3,12
23,3,12
24,3,12
25,3,12
26,3,12
27,3,12
28,3,12
29,3,12
30,3,12
31,3,12
32,3,12
33,3,12
34,3,12
35,3,12
36,3,12
37,3,12
38,3,12
39,3,12
40,3,12
41,3,12
42,3,12
43,3,12
44,3,12
45,3,12
46,3,12
47,3,12
48,3,12
49,3,12
50,3,12
51,3,12
52,3,12
53,3,12
54,3,12
55,3,12
56,3,12
57,3,12
58,3,12
59,3,12
60,3,12
61,3,12
62,3,12
63,3,12
64,3,12
65,3,12
66,3,12
67,3,12
68,3,12
69,3,12
70,3,12
71,3,12
72,3,12
73,3,12
74,3,12
75,3,12
76,3,12
77,3,12
78,3,12
79,3,12
80,3,12
81,3,12
82,3,12
83,3,12
84,3,12
85,3,12
86,3,12
87,3,12
88,3,12
89,3,12
90,3,12
91,3,12
92,3,12
93,3,12
94,3,12
95,3,12
96,3,12
97,3,12
98,3,12
99,3,12
100,3,12
101,3,12
102,3,12
103,3,12
104,3,12
105,3,12
106,3,12
107,3,12
108,3,12
109,3,12
110,3,12
111,3,12
112,3,12
113,3,12
114,3,12
115,3,12
116,3,12
117,3,12
118,3,12
119,3,12
120,3,12
121,3,12
122,3,12
123,3,12
124,3,12
125,3,12
126,3,12
127,3,12
128,3,12
129,3,12
130,3,12
131,3,12
132,3,12
133,3,12
134,3,12
135,3,12
136,3,12
137,3,12
138,3,12
139,3,12
140,3,12
141,3,12
142,3,12
143,3,12
144,3,12
145,3,12
146,3,12
147,3,12
148,3,12
149,3,12
150,3,12
151,3,12
152,3,12
153,3,12
154,3,12
155,3,12
156,3,12
157,3,12
158,3,12
159,3,12
160,3,12
161,3,12
162,3,12
163,3,12
164,3,12
165,3,12
166,3,12
167,3,12
168,3,12
169,3,12
170,3,12
171,3,12
172,3,12
173,3,12
174,3,12
175,3,12
176,3,12
177,3,12
178,3,12
179,3,12
180,3,12
181,3,12
182,3,12
183,3,12
184,3,12
185,3,12
186,3,12
187,3,12
188,3,12
189,3,12
190,3,12
191,3,12
192,3,12
193,3,12
194,3,12
195,3,12
196,3,12
197,3,12
198,3,12
199,3,12
200,3,12
201,3,12
202,3,12
203,3,12
204,3,12
205,3,12
206,3,12
207,3,12
208,3,12
209,3,12
210,3,12
211,3,12
212,3,12
213,3,12
214,3,12
215,3,12
216,3,12
217,3,12
218,3,12
219,3,12
220,3,12
221,3,12
222,3,12
223,3,12
224,3,12
225,3,12
226,3,12
227,3,12
228,3,12
229,3,12
230,3,12
231,3,12
232,3,12
233,3,12
234,3,12
235,3,12
236,3,12
237,3,12
238,3,12
239,3,12
240,3,12
241,3,12
242,3,12
243,3,12
244,3,12
245,3,12
246,3,12
247,3,12
248,3,12
249,3,12
250,3,12
251,3,12
252,3,12
253,3,12
254,3,12
255,3,12
0,4,12
1,4,12
2,4,12
3,4,12
4,4,12
5,4,12
6,4,12
7,4,12
8,4,12
9,4,12
10,4,12
11,4,12
12,4,12
13,4,12
14,4,12
15,4,12
16,4,12
17,4,12
18,4,12
19,4,12
20,4,12
21,4,12
22,4,12
23,4,12
24,4,12
25,4,12
26,4,12
27,4,12
28,4,12
29,4,12
30,4,12
31,4,12
32,4,12
33,4,12
34,4,12
35,4,12
36,4,12
37,4,12
38,4,12
39,4,12
40,4,12
41,4,12
42,4,12
43,4,12
44,4,12
45,4,12
46,4,12
47,4,12
48,4,12
49,4,12
50,4,12
51,4,12
52,4,12
53,4,12
54,4,12
55,4,12
56,4,12
57,4,12
58,4,12
59,4,12
60,4,12
61,4,12
62,4,12
63,4,12
64,4,12
65,4,12
66,4,12
67,4,12
68,4,12
69,4,12
70,4,12
71,4,12
72,4,12
73,4,12
74,4,12
75,4,12
76,4,12
77,4,12
78,4,12
79,4,12
80,4,12
81,4,12
82,4,12
83,4,12
84,4,12
85,4,12
86,4,12
87,4,12
88,4,12
89,4,12
90,4,12
91,4,12
92,4,12
93,4,12
94,4,12
95,4,12
96,4,12
97,4,12
98,4,12
99,4,12
100,4,12
101,4,12
102,4,12
103,4,12
104,4,12
105,4,12
106,4,12
107,4,12
108,4,12
109,4,12
110,4,12
111,4,12
112,4,12
113,4,12
114,4,12
115,4,12
116,4,12
117,4,12
118,4,12
119,4,12
120,4,12
121,4,12
122,4,12
123,4,12
124,4,12
125,4,12
126,4,12
127,4,12
128,4,12
129,4,12
130,4,12
131,4,12
132,4,12
133,4,12
134,4,12
135,4,12
136,4,12
137,4,12
138,4,12
139,4,12
140,4,12
141,4,12
142,4,12
143,4,12
144,4,12
145,4,12
146,4,12
147,4,12
148,4,12
149,4,12
150,4,12
151,4,12
152,4,12
153,4,12
154,4,12
155,4,12
156,4,12
157,4,12
158,4,12
159,4,12
160,4,12
161,4,12
162,4,12
163,4,12
164,4,12
165,4,12
166,4,12
167,4,12
168,4,12
169,4,12
170,4,12
171,4,12
172,4,12
173,4,12
174,4,12
175,4,12
176,4,12
177,4,12
178,4,12
179,4,12
180,4,12
181,4,12
182,4,12
183,4,12
184,4,12
185,4,12
186,4,12
187,4,12
188,4,12
189,4,12
190,4,12
191,4,12
192,4,12
193,4,12
194,4,12
195,4,12
196,4,12
197,4,12
198,4,12
199,4,12
200,4,12
201,4,12
202,4,12
203,4,12
204,4,12
205,4,12
206,4,12
207,4,12
208,4,12
209,4,12
210,4,12
211,4,12
212,4,12
213,4,12
214,4,12
215,4,12
216,4,12
217,4,12
218,4,12
219,4,12
220,4,12
221,4,12
222,4,12
223,4,12
224,4,12
225,4,12
226,4,12
227,4,12
228,4,12
229,4,12
230,4,12
231,4,12
232,4,12
233,4,12
234,4,12
235,4,12
236,4,12
237,4,12
238,4,12
239,4,12
240,4,12
241,4,12
242,4,12
243,4,12
244,4,12
245,4,12
246,4,12
247,4,12
248,4,12
249,4,12
250,4,12
251,4,12
252,4,12
253,4,12
254,4,12
255,4,12
0,5,12
1,5,12
2,5,12
3,5,12
4,5,12
5,5,12
6,5,12
7,5,12
8,5,12
9,5,12
10,5,12
11,5,12
12,5,12
13,5,12
14,5,12
15,5,12
16,5,12
17,5,12
18,5,12
19,5,12
20,5,12
21,5,12
22,5,12
23,5,12
24,5,12
25,5,12
26,5,12
27,5,12
28,5,12
29,5,12
30,5,12
31,5,12
32,5,12
33,5,12
34,5,12
35,5,12
36,5,12
37,5,12
38,5,12
39,5,12
40,5,12
41,5,12
42,5,12
43,5,12
44,5,12
45,5,12
46,5,12
47,5,12
48,5,12
49,5,12
50,5,12
51,5,12
52,5,12
53,5,12
54,5,12
55,5,12
56,5,12
57,5,12
58,5,12
59,5,12
60,5,12
61,5,12
62,5,12
63,5,12
64,5,12
65,5,12
66,5,12
67,5,12
68,5,12
69,5,12
70,5,12
71,5,12
72,5,12
73,5,12
74,5,12
75,5,12
76,5,12
77,5,12
78,5,12
79,5,12
80,5,12
81,5,12
82,5,12
83,5,12
84,5,12
85,5,12
86,5,12
87,5,12
88,5,12
89,5,12
90,5,12
91,5,12
92,5,12
93,5,12
94,5,12
95,5,12
96,5,12
97,5,12
98,5,12
99,5,12
100,5,12
101,5,12
102,5,12
103,5,12
104,5,12
105,5,12
106,5,12
107,5,12
108,5,12
109,5,12
110,5,12
111,5,12
112,5,12
113,5,12
114,5,12
115,5,12
116,5,12
117,5,12
118,5,12
119,5,12
120,5,12
121,5,12
122,5,12
123,5,12
124,5,12
125,5,12
126,5,12
127,5,12
128,5,12
129,5,12
130,5,12
131,5,12
132,5,12
133,5,12
134,5,12
135,5,12
136,5,12
137,5,12
138,5,12
139,5,12
140,5,12
141,5,12
142,5,12
143,5,12
144,5,12
145,5,12
146,5,12
147,5,12
148,5,12
149,5,12
150,5,12
151,5,12
152,5,12
153,5,12
154,5,12
155,5,12
156,5,12
157,5,12
158,5,12
159,5,12
160,5,12
161,5,12
162,5,12
163,5,12
164,5,12
165,5,12
166,5,12
167,5,12
168,5,12
169,5,12
170,5,12
171,5,12
172,5,12
173,5,12
174,5,12
175,5,12
176,5,12
177,5,12
178,5,12
179,5,12
180,5,12
181,5,12
182,5,12
183,5,12
184,5,12
185,5,12
186,5,12
187,5,12
188,5,12
189,5,12
190,5,12
191,5,12
192,5,12
193,5,12
194,5,12
195,5,12
196,5,12
197,5,12
198,5,12
199,5,12
200,5,12
201,5,12
202,5,12
203,5,12
204,5,12
205,5,12
206,5,12
207,5,12
208,5,12
209,5,12
210,5,12
211,5,12
212,5,12
213,5,12
214,5,12
215,5,12
216,5,12
217,5,12
218,5,12
219,5,12
220,5,12
221,5,12
222,5,12
223,5,12
224,5,12
225,5,12
226,5,12
227,5,12
228,5,12
229,5,12
230,5,12
231,5,12
232,5,12
233,5,12
234,5,12
235,5,12
236,5,12
237,5,12
238,5,12
239,5,12
240,5,12
241,5,12
242,5,12
243,5,12
244,5,12
245,5,12
246,5,12
247,5,12
248,5,12
249,5,12
250,5,12
251,5,12
252,5,12
253,5,12
254,5,12
255,5,12
0,6,12
1,6,12
2,6,12
3,6,12
4,6,12
5,6,12
6,6,12
7,6,12
8,6,12
9,6,12
10,6,12
11,6,12
12,6,12
13,6,12
14,6,12
15,6,12
16,6,12
17,6,12
18,6,12
19,6,12
20,6,12
21,6,12
22,6,12
23,6,12
24,6,12
25,6,12
26,6,12
27,6,12
28,6,12
29,6,12
30,6,12
31,6,12
32,6,12
33,6,12
34,6,12
35,6,12
36,6,12
37,6,12
38,6,12
39,6,12
40,6,12
41,6,12
42,6,12
43,6,12
44,6,12
45,6,12
46,6,12
47,6,12
48,6,12
49,6,12
50,6,12
51,6,12
52,6,12
53,6,12
54,6,12
55,6,12
56,6,12
57,6,12
58,6,12
59,6,12
60,6,12
61,6,12
62,6,12
63,6,12
64,6,12
65,6,12
66,6,12
67,6,12
68,6,12
69,6,12
70,6,12
71,6,12
72,6,12
73,6,12
74,6,12
75,6,12
76,6,12
77,6,12
78,6,12
79,6,12
80,6,12
81,6,12
82,6,12
83,6,12
84,6,12
85,6,12
86,6,12
87,6,12
88,6,12
89,6,12
90,6,12
91,6,12
92,6,12
93,6,12
94,6,12
95,6,12
96,6,12
97,6,12
98,6,12
99,6,12
100,6,12
101,6,12
102,6,12
103,6,12
104,6,12
105,6,12
106,6,12
107,6,12
108,6,12
109,6,12
110,6,12
111,6,12
112,6,12
113,6,12
114,6,12
115,6,12
116,6,12
117,6,12
118,6,12
119,6,12
120,6,12
121,6,12
122,6,12
123,6,12
124,6,12
125,6,12
126,6,12
127,6,12
128,6,12
129,6,12
130,6,12
131,6,12
132,6,12
133,6,12
134,6,12
135,6,12
136,6,12
137,6,12
138,6,12
139,6,12
140,6,12
141,6,12
142,6,12
143,6,12
144,6,12
145,6,12
146,6,12
147,6,12
148,6,12
149,6,12
150,6,12
151,6,12
152,6,12
153,6,12
154,6,12
155,6,12
156,6,12
157,6,12
158,6,12
159,6,12
160,6,12
161,6,12
162,6,12
163,6,12
164,6,12
165,6,12
166,6,12
167,6,12
168,6,12
169,6,12
170,6,12
171,6,12
172,6,12
173,6,12
174,6,12
175,6,12
176,6,12
177,6,12
178,6,12
179,6,12
180,6,12
181,6,12
182,6,12
183,6,12
184,6,12
185,6,12
186,6,12
187,6,12
188,6,12
189,6,12
190,6,12
191,6,12
192,6,12
193,6,12
194,6,12
195,6,12
196,6,12
197,6,12
198,6,12
199,6,12
200,6,12
201,6,12
202,6,12
203,6,12
204,6,12
205,6,12
206,6,12
207,6,12
208,6,12
209,6,12
210,6,12
211,6,12
212,6,12
213,6,12
214,6,12
215,6,12
216,6,12
217,6,12
218,6,12
219,6,12
220,6,12
221,6,12
222,6,12
223,6,12
224,6,12
225,6,12
226,6,12
227,6,12
228,6,12
229,6,12
230,6,12
231,6,12
232,6,12
233,6,12
234,6,12
235,6,12
236,6,12
237,6,12
238,6,12
239,6,12
240,6,12
241,6,12
242,6,12
243,6,12
244,6,12
245,6,12
246,6,12
247,6,12
248,6,12
249,6,12
250,6,12
251,6,12
252,6,12
253,6,12
254,6,12
255,6,12
0,7,12
1,7,12
2,7,12
3,7,12
4,7,12
5,7,12
6,7,12
7,7,12
8,7,12
9,7,12
10,7,12
11,7,12
12,7,12
13,7,12
14,7,12
15,7,12
16,7,12
17,7,12
18,7,12
19,7,12
20,7,12
21,7,12
22,7,12
23,7,12
24,7,12
25,7,12
26,7,12
27,7,12
28,7,12
29,7,12
30,7,12
31,7,12
32,7,12
33,7,12
34,7,12
35,7,12
36,7,12
37,7,12
38,7,12
39,7,12
40,7,12
41,7,12
42,7,12
43,7,12
44,7,12
45,7,12
46,7,12
47,7,12
48,7,12
49,7,12
50,7,12
51,7,12
52,7,12
53,7,12
54,7,12
55,7,12
56,7,12
57,7,12
58,7,12
59,7,12
60,7,12
61,7,12
62,7,12
63,7,12
64,7,12
65,7,12
66,7,12
67,7,12
68,7,12
69,7,12
70,7,12
71,7,12
72,7,12
73,7,12
74,7,12
75,7,12
76,7,12
77,7,12
78,7,12
79,7,12
80,7,12
81,7,12
82,7,12
83,7,12
84,7,12
85,7,12
86,7,12
87,7,12
88,7,12
89,7,12
90,7,12
91,7,12
92,7,12
93,7,12
94,7,12
95,7,12
96,7,12
97,7,12
98,7,12
99,7,12
100,7,12
101,7,12
102,7,12
103,7,12
104,7,12
105,7,12
106,7,12
107,7,12
108,7,12
109,7,12
110,7,12
111,7,12
112,7,12
113,7,12
114,7,12
115,7,12
116,7,12
117,7,12
118,7,12
119,7,12
120,7,12
121,7,12
122,7,12
123,7,12
124,7,12
125,7,12
126,7,12
127,7,12
128,7,12
129,7,12
130,7,12
131,7,12
132,7,12
133,7,12
134,7,12
135,7,12
136,7,12
137,7,12
138,7,12
139,7,12
140,7,12
141,7,12
142,7,12
143,7,12
144,7,12
145,7,12
146,7,12
147,7,12
148,7,12
149,7,12
150,7,12
151,7,12
152,7,12
153,7,12
154,7,12
155,7,12
156,7,12
157,7,12
158,7,12
159,7,12
160,7,12
161,7,12
162,7,12
163,7,12
164,7,12
165,7,12
166,7,12
167,7,12
168,7,12
169,7,12
170,7,12
171,7,12
172,7,12
173,7,12
174,7,12
175,7,12
176,7,12
177,7,12
178,7,12
179,7,12
180,7,12
181,7,12
182,7,12
183,7,12
184,7,12
185,7,12
186,7,12
187,7,12
188,7,12
189,7,12
190,7,12
191,7,12
192,7,12
193,7,12
194,7,12
195,7,12
196,7,12
197,7,12
198,7,12
199,7,12
200,7,12
201,7,12
202,7,12
203,7,12
204,7,12
205,7,12
206,7,12
207,7,12
208,7,12
209,7,12
210,7,12
211,7,12
212,7,12
213,7,12
214,7,12
215,7,12
216,7,12
217,7,12
218,7,12
219,7,12
220,7,12
221,7,12
222,7,12
223,7,12
224,7,12
225,7,12
226,7,12
227,7,12
228,7,12
229,7,12
230,7,12
231,7,12
232,7,12
233,7,12
234,7,12
235,7,12
236,7,12
237,7,12
238,7,12
239,7,12
240,7,12
241,7,12
242,7,12
243,7,12
244,7,12
245,7,12
246,7,12
247,7,12
248,7,12
249,7,12
250,7,12
251,7,12
252,7,12
253,7,12
254,7,12
255,7,12
0,8,12
1,8,12
2,8,12
3,8,12
4,8,12
5,8,12
6,8,12
7,8,12
8,8,12
9,8,12
10,8,12
11,8,12
12,8,12
13,8,12
14,8,12
15,8,12
16,8,12
17,8,12
18,8,12
19,8,12
20,8,12
21,8,12
22,8,12
23,8,12
24,8,12
25,8,12
26,8,12
27,8,12
28,8,12
29,8,12
30,8,12
31,8,12
32,8,12
33,8,12
34,8,12
35,8,12
36,8,12
37,8,12
38,8,12
39,8,12
40,8,12
41,8,12
42,8,12
43,8,12
44,8,12
45,8,12
46,8,12
47,8,12
48,8,12
49,8,12
50,8,12
51,8,12
52,8,12
53,8,12
54,8,12
55,8,12
56,8,12
57,8,12
58,8,12
59,8,12
60,8,12
61,8,12
62,8,12
63,8,12
64,8,12
65,8,12
66,8,12
67,8,12
68,8,12
69,8,12
70,8,12
71,8,12
72,8,12
73,8,12
74,8,12
75,8,12
76,8,12
77,8,12
78,8,12
79,8,12
80,8,12
81,8,12
82,8,12
83,8,12
84,8,12
85,8,12
86,8,12
87,8,12
88,8,12
89,8,12
90,8,12
91,8,12
92,8,12
93,8,12
94,8,12
95,8,12
96,8,12
97,8,12
98,8,12
99,8,12
100,8,12
101,8,12
102,8,12
103,8,12
104,8,12
105,8,12
106,8,12
107,8,12
108,8,12
109,8,12
110,8,12
111,8,12
112,8,12
113,8,12
114,8,12
115,8,12
116,8,12
117,8,12
118,8,12
119,8,12
120,8,12
121,8,12
122,8,12
123,8,12
124,8,12
125,8,12
126,8,12
127,8,12
128,8,12
129,8,12
130,8,12
131,8,12
132,8,12
133,8,12
134,8,12
135,8,12
136,8,12
137,8,12
138,8,12
139,8,12
140,8,12
141,8,12
142,8,12
143,8,12
144,8,12
145,8,12
146,8,12
147,8,12
148,8,12
149,8,12
150,8,12
151,8,12
152,8,12
153,8,12
154,8,12
155,8,12
156,8,12
157,8,12
158,8,12
159,8,12
160,8,12
161,8,12
162,8,12
163,8,12
164,8,12
165,8,12
166,8,12
167,8,12
168,8,12
169,8,12
170,8,12
171,8,12
172,8,12
173,8,12
174,8,12
175,8,12
176,8,12
177,8,12
178,8,12
179,8,12
180,8,12
181,8,12
182,8,12
183,8,12
184,8,12
185,8,12
186,8,12
187,8,12
188,8,12
189,8,12
190,8,12
191,8,12
192,8,12
193,8,12
194,8,12
195,8,12
196,8,12
197,8,12
198,8,12
199,8,12
200,8,12
201,8,12
202,8,12
203,8,12
204,8,12
205,8,12
206,8,12
207,8,12
208,8,12
209,8,12
210,8,12
211,8,12
212,8,12
213,8,12
214,8,12
215,8,12
216,8,12
217,8,12
218,8,12
219,8,12
220,8,12
221,8,12
222,8,12
223,8,12
224,8,12
225,8,12
226,8,12
227,8,12
228,8,12
229,8,12
230,8,12
231,8,12
232,8,12
233,8,12
234,8,12
235,8,12
236,8,12
237,8,12
238,8,12
239,8,12
240,8,12
241,8,12
242,8,12
243,8,12
244,8,12
245,8,12
246,8,12
247,8,12
248,8,12
249,8,12
250,8,12
251,8,12
252,8,12
253,8,12
254,8,12
255,8,12
0,9,12
1,9,12
2,9,12
3,9,12
4,9,12
5,9,12
6,9,12
7,9,12
8,9,12
9,9,12
10,9,12
11,9,12
12,9,12
13,9,12
14,9,12
15,9,12
16,9,12
17,9,4
18,9,4
