x,y,layer1,layer2,alpha
105,1,8,255,0.00
106,1,8,255,0.00
107,1,8,255,0.00
108,1,8,255,0.00
109,1,8,255,0.00
110,1,8,255,0.00
111,1,8,255,0.00
112,1,8,255,0.00
113,1,8,255,0.00
114,1,8,255,0.00
115,1,8,255,0.00
116,1,8,255,0.00
117,1,8,255,0.00
118,1,8,255,0.00
119,1,8,255,0.00
120,1,8,255,0.00
121,1,8,255,0.00
122,1,8,255,0.00
123,1,8,255,0.00
124,1,8,255,0.00
125,1,8,255,0.00
126,1,8,255,0.00
127,1,8,255,0.00
128,1,8,255,0.00
129,1,8,255,0.00
130,1,8,255,0.00
131,1,8,255,0.00
132,1,8,255,0.00
133,1,8,255,0.00
134,1,8,255,0.00
135,1,8,255,0.00
136,1,8,255,0.00
137,1,8,255,0.00
138,1,8,255,0.00
139,1,8,255,0.00
140,1,8,255,0.00
141,1,8,255,0.00
142,1,8,255,0.00
143,1,8,255,0.00
144,1,8,255,0.00
145,1,8,255,0.00
146,1,8,255,0.00
147,1,8,255,0.00
148,1,8,255,0.00
149,1,8,255,0.00
150,1,8,255,0.00
151,1,8,255,0.00
152,1,8,255,0.00
153,1,8,255,0.00
154,1,8,255,0.00
155,1,8,255,0.00
156,1,8,255,0.00
157,1,8,255,0.00
158,1,8,255,0.00
159,1,8,255,0.00
160,1,8,255,0.00
161,1,8,255,0.00
162,1,8,255,0.00
163,1,8,255,0.00
164,1,8,255,0.00
165,1,8,255,0.00
166,1,8,255,0.00
167,1,8,255,0.00
168,1,8,255,0.00
169,1,8,255,0.00
170,1,8,255,0.00
171,1,8,255,0.00
172,1,8,255,0.00
173,1,8,255,0.00
174,1,8,255,0.00
175,1,8,255,0.00
176,1,8,255,0.00
177,1,8,255,0.00
178,1,8,255,0.00
179,1,8,255,0.00
180,1,8,255,0.00
181,1,8,255,0.00
182,1,8,255,0.00
183,1,8,255,0.00
184,1,8,255,0.00
185,1,8,255,0.00
186,1,8,255,0.00
187,1,8,255,0.00
188,1,8,255,0.00
189,1,8,255,0.00
190,1,8,255,0.00
191,1,8,255,0.00
192,1,8,255,0.00
193,1,8,255,0.00
194,1,8,255,0.00
195,1,8,255,0.00
196,1,8,255,0.00
197,1,8,255,0.00
198,1,8,255,0.00
199,1,8,255,0.00
200,1,8,255,0.00
201,1,8,255,0.00
202,1,8,255,0.00
203,1,8,255,0.00
204,1,8,255,0.00
205,1,8,255,0.00
206,1,8,255,0.00
207,1,8,255,0.00
208,1,8,255,0.00
209,1,8,255,0.00
210,1,8,255,0.00
211,1,8,255,0.00
212,1,8,255,0.00
213,1,8,255,0.00
214,1,8,255,0.00
215,1,8,255,0.00
216,1,8,255,0.00
217,1,8,255,0.00
218,1,8,255,0.00
219,1,8,255,0.00
220,1,8,255,0.00
221,1,8,255,0.00
222,1,8,255,0.00
223,1,8,255,0.00
224,1,8,255,0.00
225,1,8,255,0.00
226,1,8,255,0.00
227,1,8,255,0.00
228,1,8,255,0.00
229,1,8,255,0.00
230,1,8,255,0.00
231,1,8,255,0.00
232,1,8,255,0.00
233,1,8,255,0.00
234,1,8,255,0.00
235,1,8,255,0.00
236,1,8,255,0.00
237,1,8,255,0.00
238,1,8,255,0.00
239,1,8,255,0.00
240,1,8,255,0.00
241,1,8,255,0.00
242,1,8,255,0.00
243,1,8,255,0.00
244,1,8,255,0.00
245,1,8,255,0.00
246,1,8,255,0.00
247,1,8,255,0.00
248,1,8,255,0.00
249,1,8,255,0.00
250,1,8,255,0.00
251,1,8,255,0.00
252,1,8,255,0.00
253,1,8,255,0.00
254,1,8,255,0.00
255,1,8,255,0.00
0,2,8,255,0.00
1,2,8,255,0.00
2,2,8,255,0.00
3,2,8,255,0.00
4,2,8,255,0.00
5,2,8,255,0.00
6,2,8,255,0.00
7,2,8,255,0.00
8,2,8,255,0.00
9,2,8,255,0.00
10,2,8,255,0.00
11,2,8,255,0.00
12,2,8,255,0.00
13,2,8,255,0.00
14,2,8,255,0.00
15,2,8,255,0.00
16,2,8,255,0.00
17,2,8,255,0.00
18,2,8,255,0.00
19,2,8,255,0.00
20,2,8,255,0.00
21,2,8,255,0.00
22,2,8,255,0.00
23,2,8,255,0.00
24,2,8,255,0.00
25,2,8,255,0.00
26,2,8,255,0.00
27,2,8,255,0.00
28,2,8,255,0.00
29,2,8,255,0.00
30,2,8,255,0.00
31,2,8,255,0.00
32,2,8,255,0.00
33,2,8,255,0.00
34,2,8,255,0.00
35,2,8,255,0.00
36,2,8,255,0.00
37,2,8,255,0.00
38,2,8,255,0.00
39,2,8,255,0.00
40,2,8,255,0.00
41,2,8,255,0.00
42,2,8,255,0.00
43,2,8,255,0.00
44,2,8,255,0.00
45,2,8,255,0.00
46,2,8,255,0.00
47,2,8,255,0.00
48,2,8,255,0.00
49,2,8,255,0.00
50,2,8,255,0.00
51,2,8,255,0.00
52,2,8,255,0.00
53,2,8,255,0.00
54,2,8,255,0.00
55,2,8,255,0.00
56,2,8,255,0.00
57,2,8,255,0.00
58,2,8,255,0.00
59,2,8,255,0.00
60,2,8,255,0.00
61,2,8,255,0.00
62,2,8,255,0.00
63,2,8,255,0.00
64,2,8,255,0.00
65,2,8,255,0.00
66,2,8,255,0.00
67,2,8,255,0.00
68,2,8,255,0.00
69,2,8,255,0.00
70,2,8,255,0.00
71,2,8,255,0.00
72,2,8,255,0.00
73,2,8,255,0.00
74,2,8,255,0.00
75,2,8,255,0.00
76,2,8,255,0.00
77,2,8,255,0.00
78,2,8,255,0.00
79,2,8,255,0.00
80,2,8,255,0.00
81,2,8,255,0.00
82,2,8,255,0.00
83,2,8,255,0.00
84,2,8,255,0.00
85,2,8,255,0.00
86,2,8,255,0.00
87,2,8,255,0.00
88,2,8,255,0.00
89,2,8,255,0.00
90,2,8,255,0.00
91,2,8,255,0.00
92,2,8,255,0.00
93,2,8,255,0.00
94,2,8,255,0.00
95,2,8,255,0.00
96,2,8,255,0.00
97,2,8,255,0.00
98,2,8,255,0.00
99,2,8,255,0.00
100,2,8,255,0.00
101,2,8,255,0.00
102,2,8,255,0.00
103,2,8,255,0.00
104,2,8,255,0.00
105,2,8,255,0.00
106,2,8,255,0.00
107,2,8,255,0.00
108,2,8,255,0.00
109,2,8,255,0.00
110,2,8,255,0.00
111,2,8,255,0.00
112,2,8,255,0.00
113,2,8,255,0.00
114,2,8,255,0.00
115,2,8,255,0.00
116,2,8,255,0.00
117,2,8,255,0.00
118,2,8,255,0.00
119,2,8,255,0.00
120,2,8,255,0.00
121,2,8,255,0.00
122,2,8,255,0.00
123,2,8,255,0.00
124,2,8,255,0.00
125,2,8,255,0.00
126,2,8,255,0.00
127,2,8,255,0.00
128,2,8,255,0.00
129,2,8,255,0.00
130,2,8,255,0.00
131,2,8,255,0.00
132,2,8,255,0.00
133,2,8,255,0.00
134,2,8,255,0.00
135,2,8,255,0.00
136,2,8,255,0.00
137,2,8,255,0.00
138,2,8,255,0.00
139,2,8,255,0.00
140,2,8,255,0.00
141,2,8,255,0.00
142,2,8,255,0.00
143,2,8,255,0.00
144,2,8,255,0.00
145,2,8,255,0.00
146,2,8,255,0.00
147,2,8,255,0.00
148,2,8,255,0.00
149,2,8,255,0.00
150,2,8,255,0.00
151,2,8,255,0.00
152,2,8,255,0.00
153,2,8,255,0.00
154,2,8,255,0.00
155,2,8,255,0.00
156,2,8,255,0.00
157,2,8,255,0.00
158,2,8,255,0.00
159,2,8,255,0.00
160,2,8,255,0.00
161,2,8,255,0.00
162,2,8,255,0.00
163,2,8,255,0.00
164,2,8,255,0.00
165,2,8,255,0.00
166,2,8,255,0.00
167,2,8,255,0.00
168,2,8,255,0.00
169,2,8,255,0.00
170,2,8,255,0.00
171,2,8,255,0.00
172,2,8,255,0.00
173,2,8,255,0.00
174,2,8,255,0.00
175,2,8,255,0.00
176,2,8,255,0.00
177,2,8,255,0.00
178,2,8,255,0.00
179,2,8,255,0.00
180,2,8,255,0.00
181,2,8,255,0.00
182,2,8,255,0.00
183,2,8,255,0.00
184,2,8,255,0.00
185,2,8,255,0.00
186,2,8,255,0.00
187,2,8,255,0.00
188,2,8,255,0.00
189,2,8,255,0.00
190,2,8,255,0.00
191,2,8,255,0.00
192,2,8,255,0.00
193,2,8,255,0.00
194,2,8,255,0.00
195,2,8,255,0.00
196,2,8,255,0.00
197,2,8,255,0.00
198,2,8,255,0.00
199,2,8,255,0.00
200,2,8,255,0.00
201,2,8,255,0.00
202,2,8,255,0.00
203,2,8,255,0.00
204,2,8,255,0.00
205,2,8,255,0.00
206,2,8,255,0.00
207,2,8,255,0.00
208,2,8,255,0.00
209,2,8,255,0.00
210,2,8,255,0.00
211,2,8,255,0.00
212,2,8,255,0.00
213,2,8,255,0.00
214,2,8,255,0.00
215,2,8,255,0.00
216,2,8,255,0.00
217,2,8,255,0.00
218,2,8,255,0.00
219,2,8,255,0.00
220,2,8,255,0.00
221,2,8,255,0.00
222,2,8,255,0.00
223,2,8,255,0.00
224,2,8,255,0.00
225,2,8,255,0.00
226,2,8,255,0.00
227,2,8,255,0.00
228,2,8,255,0.00
229,2,8,255,0.00
230,2,8,255,0.00
231,2,8,255,0.00
232,2,8,255,0.00
233,2,8,255,0.00
234,2,8,255,0.00
235,2,8,255,0.00
236,2,8,255,0.00
237,2,8,255,0.00
238,2,8,255,0.00
239,2,8,255,0.00
240,2,8,255,0.00
241,2,8,255,0.00
242,2,8,255,0.00
243,2,8,255,0.00
244,2,8,255,0.00
245,2,8,255,0.00
246,2,8,255,0.00
247,2,8,255,0.00
248,2,8,255,0.00
249,2,8,255,0.00
250,2,8,255,0.00
251,2,8,255,0.00
252,2,8,255,0.00
253,2,8,255,0.00
254,2,8,255,0.00
255,2,8,255,0.00
0,3,8,255,0.00
1,3,8,255,0.00
2,3,8,255,0.00
3,3,8,255,0.00
4,3,8,255,0.00
5,3,8,255,0.00
6,3,8,255,0.00
7,3,8,255,0.00
8,3,8,255,0.00
9,3,8,255,0.00
10,3,8,255,0.00
11,3,8,255,0.00
12,3,8,255,0.00
13,3,8,255,0.00
14,3,8,255,0.00
15,3,8,255,0.00
16,3,8,255,0.00
17,3,8,255,0.00
18,3,8,255,0.00
19,3,8,255,0.00
20,3,8,255,0.00
21,3,8,255,0.00
22,3,8,255,0.00
23,3,8,255,0.00
24,3,8,255,0.00
25,3,8,255,0.00
26,3,8,255,0.00
27,3,8,255,0.00
28,3,8,255,0.00
29,3,8,255,0.00
30,3,8,255,0.00
31,3,8,255,0.00
32,3,8,255,0.00
33,3,8,255,0.00
34,3,8,255,0.00
35,3,8,255,0.00
36,3,8,255,0.00
37,3,8,255,0.00
38,3,8,255,0.00
39,3,8,255,0.00
40,3,8,255,0.00
41,3,8,255,0.00
42,3,8,255,0.00
43,3,8,255,0.00
44,3,8,255,0.00
45,3,8,255,0.00
46,3,8,255,0.00
47,3,8,255,0.00
48,3,8,255,0.00
49,3,8,255,0.00
50,3,8,255,0.00
51,3,8,255,0.00
52,3,8,255,0.00
53,3,8,255,0.00
54,3,8,255,0.00
55,3,8,255,0.00
56,3,8,255,0.00
57,3,8,255,0.00
58,3,8,255,0.00
59,3,8,255,0.00
60,3,8,255,0.00
61,3,8,255,0.00
62,3,8,255,0.00
63,3,8,255,0.00
64,3,8,255,0.00
65,3,8,255,0.00
66,3,8,255,0.00
67,3,8,255,0.00
68,3,8,255,0.00
69,3,8,255,0.00
70,3,8,255,0.00
71,3,8,255,0.00
72,3,8,255,0.00
73,3,8,255,0.00
74,3,8,255,0.00
75,3,8,255,0.00
76,3,8,255,0.00
77,3,8,255,0.00
78,3,8,255,0.00
79,3,8,255,0.00
80,3,8,255,0.00
81,3,8,255,0.00
82,3,8,255,0.00
83,3,8,255,0.00
84,3,8,255,0.00
85,3,8,255,0.00
86,3,8,255,0.00
87,3,8,255,0.00
88,3,8,255,0.00
89,3,8,255,0.00
90,3,8,255,0.00
91,3,8,255,0.00
92,3,8,255,0.00
93,3,8,255,0.00
94,3,8,255,0.00
95,3,8,255,0.00
96,3,8,255,0.00
97,3,8,255,0.00
98,3,8,255,0.00
99,3,8,255,0.00
100,3,8,255,0.00
101,3,8,255,0.00
102,3,8,255,0.00
103,3,8,255,0.00
104,3,8,255,0.00
105,3,8,255,0.00
106,3,8,255,0.00
107,3,8,255,0.00
108,3,8,255,0.00
109,3,8,255,0.00
110,3,8,255,0.00
111,3,8,255,0.00
112,3,8,255,0.00
113,3,8,255,0.00
114,3,8,255,0.00
115,3,8,255,0.00
116,3,8,255,0.00
117,3,8,255,0.00
118,3,8,255,0.00
119,3,8,255,0.00
120,3,8,255,0.00
121,3,8,255,0.00
122,3,8,255,0.00
123,3,8,255,0.00
124,3,8,255,0.00
125,3,8,255,0.00
126,3,8,255,0.00
127,3,8,255,0.00
128,3,8,255,0.00
129,3,8,255,0.00
130,3,8,255,0.00
131,3,8,255,0.00
132,3,8,255,0.00
133,3,8,255,0.00
134,3,8,255,0.00
135,3,8,255,0.00
136,3,8,255,0.00
137,3,8,255,0.00
138,3,8,255,0.00
139,3,8,255,0.00
140,3,8,255,0.00
141,3,8,255,0.00
142,3,8,255,0.00
143,3,8,255,0.00
144,3,8,255,0.00
145,3,8,255,0.00
146,3,8,255,0.00
147,3,8,255,0.00
148,3,8,255,0.00
149,3,8,255,0.00
150,3,8,255,0.00
151,3,8,255,0.00
152,3,8,255,0.00
153,3,8,255,0.00
154,3,8,255,0.00
155,3,8,255,0.00
156,3,8,255,0.00
157,3,8,255,0.00
158,3,8,255,0.00
159,3,8,255,0.00
160,3,8,255,0.00
161,3,8,255,0.00
162,3,8,255,0.00
163,3,8,255,0.00
164,3,8,255,0.00
165,3,8,255,0.00
166,3,8,255,0.00
167,3,8,255,0.00
168,3,8,255,0.00
169,3,8,255,0.00
170,3,8,255,0.00
171,3,8,255,0.00
172,3,8,255,0.00
173,3,8,255,0.00
174,3,8,255,0.00
175,3,8,255,0.00
176,3,8,255,0.00
177,3,8,255,0.00
178,3,8,255,0.00
179,3,8,255,0.00
180,3,8,255,0.00
181,3,8,255,0.00
182,3,8,255,0.00
183,3,8,255,0.00
184,3,8,255,0.00
185,3,8,255,0.00
186,3,8,255,0.00
187,3,8,255,0.00
188,3,8,255,0.00
189,3,8,255,0.00
190,3,8,255,0.00
191,3,8,255,0.00
192,3,8,255,0.00
193,3,8,255,0.00
194,3,8,255,0.00
195,3,8,255,0.00
196,3,8,255,0.00
197,3,8,255,0.00
198,3,8,255,0.00
199,3,8,255,0.00
200,3,8,255,0.00
201,3,8,255,0.00
202,3,8,255,0.00
203,3,8,255,0.00
204,3,8,255,0.00
205,3,8,255,0.00
206,3,8,255,0.00
207,3,8,255,0.00
208,3,8,255,0.00
209,3,8,255,0.00
210,3,8,255,0.00
211,3,8,255,0.00
212,3,8,255,0.00
213,3,8,255,0.00
214,3,8,255,0.00
215,3,8,255,0.00
216,3,8,255,0.00
217,3,8,255,0.00
218,3,8,255,0.00
219,3,8,255,0.00
220,3,8,255,0.00
221,3,8,255,0.00
222,3,8,255,0.00
223,3,8,255,0.00
224,3,8,255,0.00
225,3,8,255,0.00
226,3,8,255,0.00
227,3,8,255,0.00
228,3,8,255,0.00
229,3,8,255,0.00
230,3,8,255,0.00
231,3,8,255,0.00
232,3,8,255,0.00
233,3,8,255,0.00
234,3,8,255,0.00
235,3,8,255,0.00
236,3,8,255,0.00
237,3,8,255,0.00
238,3,8,255,0.00
239,3,8,255,0.00
240,3,8,255,0.00
241,3,8,255,0.00
242,3,8,255,0.00
243,3,8,255,0.00
244,3,8,255,0.00
245,3,8,255,0.00
246,3,8,255,0.00
247,3,8,255,0.00
248,3,8,255,0.00
249,3,8,255,0.00
250,3,8,255,0.00
251,3,8,255,0.00
252,3,8,255,0.00
253,3,8,255,0.00
254,3,8,255,0.00
255,3,8,255,0.00
0,4,8,255,0.00
1,4,8,255,0.00
2,4,8,255,0.00
3,4,8,255,0.00
4,4,8,255,0.00
5,4,8,255,0.00
6,4,8,255,0.00
7,4,8,255,0.00
8,4,8,255,0.00
9,4,8,255,0.00
10,4,8,255,0.00
11,4,8,255,0.00
12,4,8,255,0.00
13,4,8,255,0.00
14,4,8,255,0.00
15,4,8,255,0.00
16,4,8,255,0.00
17,4,8,255,0.00
18,4,8,255,0.00
19,4,8,255,0.00
20,4,8,255,0.00
21,4,8,255,0.00
22,4,8,255,0.00
23,4,8,255,0.00
24,4,8,255,0.00
25,4,8,255,0.00
26,4,8,255,0.00
27,4,8,255,0.00
28,4,8,255,0.00
29,4,8,255,0.00
30,4,8,255,0.00
31,4,8,255,0.00
32,4,8,255,0.00
33,4,8,255,0.00
34,4,8,255,0.00
35,4,8,255,0.00
36,4,8,255,0.00
37,4,8,255,0.00
38,4,8,255,0.00
39,4,8,255,0.00
40,4,8,255,0.00
41,4,8,255,0.00
42,4,8,255,0.00
43,4,8,255,0.00
44,4,8,255,0.00
45,4,8,255,0.00
46,4,8,255,0.00
47,4,8,255,0.00
48,4,8,255,0.00
49,4,8,255,0.00
50,4,8,255,0.00
51,4,8,255,0.00
52,4,8,255,0.00
53,4,8,255,0.00
54,4,8,255,0.00
55,4,8,255,0.00
56,4,8,255,0.00
57,4,8,255,0.00
58,4,8,255,0.00
59,4,8,255,0.00
60,4,8,255,0.00
61,4,8,255,0.00
62,4,8,255,0.00
63,4,8,255,0.00
64,4,8,255,0.00
65,4,8,255,0.00
66,4,8,255,0.00
67,4,8,255,0.00
68,4,8,255,0.00
69,4,8,255,0.00
70,4,8,255,0.00
71,4,8,255,0.00
72,4,8,255,0.00
73,4,8,255,0.00
74,4,8,255,0.00
75,4,8,255,0.00
76,4,8,255,0.00
77,4,8,255,0.00
78,4,8,255,0.00
79,4,8,255,0.00
80,4,8,255,0.00
81,4,8,255,0.00
82,4,8,255,0.00
83,4,8,255,0.00
84,4,8,255,0.00
85,4,8,255,0.00
86,4,8,255,0.00
87,4,8,255,0.00
88,4,8,255,0.00
89,4,8,255,0.00
90,4,8,255,0.00
91,4,8,255,0.00
92,4,8,255,0.00
93,4,8,255,0.00
94,4,8,255,0.00
95,4,8,255,0.00
96,4,8,255,0.00
97,4,8,255,0.00
98,4,8,255,0.00
99,4,8,255,0.00
100,4,8,255,0.00
101,4,8,255,0.00
102,4,8,255,0.00
103,4,8,255,0.00
104,4,8,255,0.00
105,4,8,255,0.00
106,4,8,255,0.00
107,4,8,255,0.00
108,4,8,255,0.00
109,4,8,255,0.00
110,4,8,255,0.00
111,4,8,255,0.00
112,4,8,255,0.00
113,4,8,255,0.00
114,4,8,255,0.00
115,4,8,255,0.00
116,4,8,255,0.00
117,4,8,255,0.00
118,4,8,255,0.00
119,4,8,255,0.00
120,4,8,255,0.00
121,4,8,255,0.00
122,4,8,255,0.00
123,4,8,255,0.00
124,4,8,255,0.00
125,4,8,255,0.00
126,4,8,255,0.00
127,4,8,255,0.00
128,4,8,255,0.00
129,4,8,255,0.00
130,4,8,255,0.00
131,4,8,255,0.00
132,4,8,255,0.00
133,4,8,255,0.00
134,4,8,255,0.00
135,4,8,255,0.00
136,4,8,255,0.00
137,4,8,255,0.00
138,4,8,255,0.00
139,4,8,255,0.00
