x,y,layer1,layer2,alpha
229,1,7,255,0.00
230,1,7,255,0.00
231,1,7,255,0.00
232,1,7,255,0.00
233,1,7,255,0.00
234,1,7,255,0.00
235,1,7,255,0.00
236,1,7,255,0.00
237,1,7,255,0.00
238,1,7,255,0.00
239,1,7,255,0.00
240,1,7,255,0.00
241,1,7,9,0.00
242,1,7,9,0.80
243,1,7,9,0.80
244,1,11,255,0.00
245,1,11,255,0.00
246,1,11,255,0.00
247,1,11,255,0.00
248,1,7,255,0.00
249,1,7,9,0.00
250,1,7,9,0.00
251,1,7,9,0.00
252,1,7,255,0.00
253,1,7,255,0.00
254,1,7,255,0.00
255,1,7,255,0.00
0,2,7,255,0.00
1,2,7,255,0.00
2,2,7,255,0.00
3,2,7,255,0.00
4,2,7,255,0.00
5,2,3,255,0.00
6,2,3,255,0.00
7,2,3,255,0.00
8,2,3,255,0.00
9,2,3,255,0.00
10,2,3,255,0.00
11,2,7,255,0.00
12,2,7,255,0.00
13,2,7,255,0.00
14,2,7,255,0.00
15,2,7,255,0.00
16,2,7,255,0.00
17,2,7,255,0.00
18,2,7,255,0.00
19,2,7,255,0.00
20,2,7,255,0.00
21,2,7,255,0.00
22,2,7,255,0.00
23,2,7,255,0.00
24,2,7,255,0.00
25,2,7,255,0.00
26,2,7,255,0.00
27,2,7,255,0.00
28,2,7,255,0.00
29,2,7,255,0.00
30,2,7,255,0.00
31,2,7,255,0.00
32,2,7,255,0.00
33,2,7,255,0.00
34,2,7,255,0.00
35,2,7,255,0.00
36,2,7,255,0.00
37,2,7,255,0.00
38,2,7,255,0.00
39,2,7,255,0.00
40,2,7,255,0.00
41,2,7,255,0.00
42,2,7,255,0.00
43,2,7,255,0.00
44,2,7,255,0.00
45,2,7,255,0.00
46,2,7,255,0.00
47,2,7,255,0.00
48,2,7,255,0.00
49,2,7,255,0.00
50,2,7,255,0.00
51,2,7,255,0.00
52,2,7,255,0.00
53,2,7,255,0.00
54,2,7,255,0.00
55,2,7,255,0.00
56,2,7,255,0.00
57,2,7,255,0.00
58,2,7,255,0.00
59,2,7,255,0.00
60,2,7,255,0.00
61,2,7,255,0.00
62,2,7,255,0.00
63,2,7,255,0.00
64,2,7,255,0.00
65,2,7,255,0.00
66,2,7,255,0.00
67,2,7,255,0.00
68,2,7,255,0.00
69,2,7,255,0.00
70,2,7,255,0.00
71,2,7,255,0.00
72,2,7,255,0.00
73,2,7,255,0.00
74,2,7,255,0.00
75,2,7,255,0.00
76,2,7,255,0.00
77,2,7,255,0.00
78,2,7,255,0.00
79,2,7,255,0.00
80,2,7,255,0.00
81,2,7,255,0.00
82,2,7,255,0.00
83,2,7,255,0.00
84,2,7,255,0.00
85,2,7,255,0.00
86,2,7,255,0.00
87,2,7,255,0.00
88,2,7,255,0.00
89,2,7,255,0.00
90,2,7,255,0.00
91,2,7,255,0.00
92,2,7,255,0.00
93,2,7,255,0.00
94,2,7,255,0.00
95,2,7,255,0.00
96,2,7,255,0.00
97,2,7,255,0.00
98,2,7,255,0.00
99,2,7,255,0.00
100,2,7,255,0.00
101,2,7,255,0.00
102,2,7,255,0.00
103,2,7,255,0.00
104,2,7,255,0.00
105,2,7,255,0.00
106,2,7,255,0.00
107,2,7,255,0.00
108,2,7,255,0.00
109,2,7,255,0.00
110,2,7,255,0.00
111,2,7,255,0.00
112,2,7,255,0.00
113,2,7,255,0.00
114,2,7,255,0.00
115,2,7,255,0.00
116,2,7,255,0.00
117,2,7,255,0.00
118,2,7,255,0.00
119,2,7,255,0.00
120,2,7,255,0.00
121,2,7,255,0.00
122,2,7,255,0.00
123,2,7,255,0.00
124,2,7,255,0.00
125,2,7,255,0.00
126,2,7,255,0.00
127,2,7,255,0.00
128,2,7,255,0.00
129,2,7,255,0.00
130,2,7,255,0.00
131,2,7,255,0.00
132,2,7,255,0.00
133,2,7,255,0.00
134,2,7,255,0.00
135,2,7,255,0.00
136,2,7,255,0.00
137,2,7,255,0.00
138,2,7,255,0.00
139,2,7,255,0.00
140,2,7,255,0.00
141,2,7,255,0.00
142,2,7,255,0.00
143,2,7,255,0.00
144,2,7,255,0.00
145,2,7,255,0.00
146,2,7,255,0.00
147,2,7,255,0.00
148,2,7,255,0.00
149,2,7,255,0.00
150,2,7,255,0.00
151,2,7,255,0.00
152,2,7,255,0.00
153,2,7,255,0.00
154,2,7,255,0.00
155,2,7,255,0.00
156,2,7,255,0.00
157,2,7,255,0.00
158,2,7,255,0.00
159,2,7,255,0.00
160,2,7,255,0.00
161,2,7,255,0.00
162,2,7,255,0.00
163,2,7,255,0.00
164,2,7,255,0.00
165,2,7,255,0.00
166,2,7,255,0.00
167,2,7,255,0.00
168,2,7,255,0.00
169,2,7,255,0.00
170,2,7,255,0.00
171,2,7,255,0.00
172,2,7,255,0.00
173,2,7,255,0.00
174,2,7,255,0.00
175,2,7,255,0.00
176,2,7,255,0.00
177,2,7,255,0.00
178,2,7,255,0.00
179,2,7,255,0.00
180,2,7,255,0.00
181,2,7,255,0.00
182,2,7,255,0.00
183,2,7,255,0.00
184,2,7,255,0.00
185,2,7,255,0.00
186,2,7,255,0.00
187,2,7,255,0.00
188,2,7,255,0.00
189,2,7,255,0.00
190,2,7,255,0.00
191,2,7,255,0.00
192,2,7,255,0.00
193,2,7,255,0.00
194,2,7,255,0.00
195,2,7,255,0.00
196,2,7,255,0.00
197,2,7,255,0.00
198,2,7,255,0.00
199,2,7,255,0.00
200,2,7,255,0.00
201,2,7,255,0.00
202,2,7,255,0.00
203,2,7,255,0.00
204,2,7,255,0.00
205,2,7,255,0.00
206,2,7,255,0.00
207,2,7,255,0.00
208,2,7,255,0.00
209,2,7,255,0.00
210,2,7,255,0.00
211,2,7,255,0.00
212,2,7,255,0.00
213,2,7,255,0.00
214,2,7,255,0.00
215,2,7,255,0.00
216,2,7,255,0.00
217,2,7,255,0.00
218,2,7,255,0.00
219,2,7,255,0.00
220,2,7,255,0.00
221,2,7,255,0.00
222,2,7,255,0.00
223,2,7,255,0.00
224,2,7,255,0.00
225,2,7,255,0.00
226,2,7,255,0.00
227,2,7,255,0.00
228,2,7,255,0.00
229,2,7,255,0.00
230,2,7,255,0.00
231,2,7,255,0.00
232,2,7,255,0.00
233,2,7,255,0.00
234,2,7,255,0.00
235,2,7,255,0.00
236,2,7,255,0.00
237,2,7,255,0.00
238,2,7,255,0.00
239,2,7,255,0.00
240,2,7,255,0.00
241,2,7,9,0.00
242,2,7,9,0.70
243,2,7,9,0.70
244,2,11,255,0.00
245,2,11,255,0.00
246,2,11,255,0.00
247,2,11,255,0.00
248,2,7,9,0.00
249,2,7,9,0.00
250,2,7,9,0.10
251,2,7,9,0.10
252,2,7,255,0.00
253,2,7,255,0.00
254,2,7,255,0.00
255,2,7,255,0.00
0,3,7,255,0.00
1,3,7,255,0.00
2,3,7,255,0.00
3,3,7,255,0.00
4,3,7,255,0.00
5,3,7,255,0.00
6,3,7,255,0.00
7,3,7,255,0.00
8,3,7,255,0.00
9,3,7,255,0.00
10,3,7,255,0.00
11,3,7,255,0.00
12,3,7,255,0.00
13,3,7,255,0.00
14,3,7,255,0.00
15,3,7,255,0.00
16,3,7,255,0.00
17,3,7,255,0.00
18,3,7,255,0.00
19,3,7,255,0.00
20,3,7,255,0.00
21,3,7,255,0.00
22,3,7,255,0.00
23,3,7,255,0.00
24,3,7,255,0.00
25,3,7,255,0.00
26,3,7,255,0.00
27,3,7,255,0.00
28,3,7,255,0.00
29,3,7,255,0.00
30,3,7,255,0.00
31,3,7,255,0.00
32,3,7,255,0.00
33,3,7,255,0.00
34,3,7,255,0.00
35,3,7,255,0.00
36,3,7,255,0.00
37,3,7,255,0.00
38,3,7,255,0.00
39,3,7,255,0.00
40,3,7,255,0.00
41,3,7,255,0.00
42,3,7,255,0.00
43,3,7,255,0.00
44,3,7,255,0.00
45,3,7,255,0.00
46,3,7,255,0.00
47,3,7,255,0.00
48,3,7,255,0.00
49,3,7,255,0.00
50,3,7,255,0.00
51,3,7,255,0.00
52,3,7,255,0.00
53,3,7,255,0.00
54,3,7,255,0.00
55,3,7,255,0.00
56,3,7,255,0.00
57,3,7,255,0.00
58,3,7,255,0.00
59,3,7,255,0.00
60,3,7,255,0.00
61,3,7,255,0.00
62,3,7,255,0.00
63,3,7,255,0.00
64,3,7,255,0.00
65,3,7,255,0.00
66,3,7,255,0.00
67,3,7,255,0.00
68,3,7,255,0.00
69,3,7,255,0.00
70,3,7,255,0.00
71,3,7,255,0.00
72,3,7,255,0.00
73,3,7,255,0.00
74,3,7,255,0.00
75,3,7,255,0.00
76,3,7,255,0.00
77,3,7,255,0.00
78,3,7,255,0.00
79,3,7,255,0.00
80,3,7,255,0.00
81,3,7,255,0.00
82,3,7,255,0.00
83,3,7,255,0.00
84,3,7,255,0.00
85,3,7,255,0.00
86,3,7,255,0.00
87,3,7,255,0.00
88,3,7,255,0.00
89,3,7,255,0.00
90,3,7,255,0.00
91,3,7,255,0.00
92,3,7,255,0.00
93,3,7,255,0.00
94,3,7,255,0.00
95,3,7,255,0.00
96,3,7,255,0.00
97,3,7,255,0.00
98,3,7,255,0.00
99,3,7,255,0.00
100,3,7,255,0.00
101,3,7,255,0.00
102,3,7,255,0.00
103,3,7,255,0.00
104,3,7,255,0.00
105,3,7,255,0.00
106,3,7,255,0.00
107,3,7,255,0.00
108,3,7,255,0.00
109,3,7,255,0.00
110,3,7,255,0.00
111,3,7,255,0.00
112,3,7,255,0.00
113,3,7,255,0.00
114,3,7,255,0.00
115,3,7,255,0.00
116,3,7,255,0.00
117,3,7,255,0.00
118,3,7,255,0.00
119,3,7,255,0.00
120,3,7,255,0.00
121,3,7,255,0.00
122,3,7,255,0.00
123,3,7,255,0.00
124,3,7,255,0.00
125,3,7,255,0.00
126,3,7,255,0.00
127,3,7,255,0.00
128,3,7,255,0.00
129,3,7,255,0.00
130,3,7,255,0.00
131,3,7,255,0.00
132,3,7,255,0.00
133,3,7,255,0.00
134,3,7,255,0.00
135,3,7,255,0.00
136,3,7,255,0.00
137,3,7,255,0.00
138,3,7,255,0.00
139,3,7,255,0.00
140,3,7,255,0.00
141,3,7,255,0.00
142,3,7,255,0.00
143,3,7,255,0.00
144,3,7,255,0.00
145,3,7,255,0.00
146,3,7,255,0.00
147,3,7,255,0.00
148,3,7,255,0.00
149,3,7,255,0.00
150,3,7,255,0.00
151,3,7,255,0.00
152,3,7,255,0.00
153,3,7,255,0.00
154,3,7,255,0.00
155,3,7,255,0.00
156,3,7,255,0.00
157,3,7,255,0.00
158,3,7,255,0.00
159,3,7,255,0.00
160,3,7,255,0.00
161,3,7,255,0.00
162,3,7,255,0.00
163,3,7,255,0.00
164,3,7,255,0.00
165,3,7,255,0.00
166,3,7,255,0.00
167,3,7,255,0.00
168,3,7,255,0.00
169,3,7,255,0.00
170,3,7,255,0.00
171,3,7,255,0.00
172,3,7,255,0.00
173,3,7,255,0.00
174,3,7,255,0.00
175,3,7,255,0.00
176,3,7,255,0.00
177,3,7,255,0.00
178,3,7,255,0.00
179,3,7,255,0.00
180,3,7,255,0.00
181,3,7,255,0.00
182,3,7,255,0.00
183,3,7,255,0.00
184,3,7,255,0.00
185,3,7,255,0.00
186,3,7,255,0.00
187,3,7,255,0.00
188,3,7,255,0.00
189,3,7,255,0.00
190,3,7,255,0.00
191,3,7,255,0.00
192,3,7,255,0.00
193,3,7,255,0.00
194,3,7,255,0.00
195,3,7,255,0.00
196,3,7,255,0.00
197,3,7,255,0.00
198,3,7,255,0.00
199,3,7,255,0.00
200,3,7,255,0.00
201,3,7,255,0.00
202,3,7,255,0.00
203,3,7,255,0.00
204,3,7,255,0.00
205,3,7,255,0.00
206,3,7,255,0.00
207,3,7,255,0.00
208,3,7,255,0.00
209,3,7,255,0.00
210,3,7,255,0.00
211,3,7,255,0.00
212,3,7,255,0.00
213,3,7,255,0.00
214,3,7,255,0.00
215,3,7,255,0.00
216,3,7,255,0.00
217,3,7,255,0.00
218,3,7,255,0.00
219,3,7,255,0.00
220,3,7,255,0.00
221,3,7,255,0.00
222,3,7,255,0.00
223,3,7,255,0.00
224,3,7,255,0.00
225,3,7,255,0.00
226,3,7,255,0.00
227,3,7,255,0.00
228,3,7,255,0.00
229,3,7,255,0.00
230,3,7,255,0.00
231,3,7,255,0.00
232,3,7,255,0.00
233,3,7,255,0.00
234,3,7,255,0.00
235,3,7,255,0.00
236,3,7,255,0.00
237,3,7,255,0.00
238,3,7,255,0.00
239,3,7,255,0.00
240,3,7,9,0.00
241,3,7,9,0.00
242,3,7,9,0.70
243,3,7,9,0.70
244,3,11,255,0.00
245,3,11,255,0.00
246,3,11,255,0.00
247,3,11,255,0.00
248,3,7,9,0.00
249,3,7,9,0.20
250,3,7,9,0.60
251,3,7,9,0.40
252,3,7,255,0.00
253,3,7,255,0.00
254,3,7,255,0.00
255,3,7,255,0.00
0,4,7,255,0.00
1,4,7,255,0.00
2,4,7,255,0.00
3,4,7,255,0.00
4,4,7,255,0.00
5,4,7,255,0.00
6,4,7,255,0.00
7,4,7,255,0.00
8,4,7,255,0.00
9,4,7,255,0.00
10,4,7,255,0.00
11,4,7,255,0.00
12,4,7,255,0.00
13,4,7,255,0.00
14,4,7,255,0.00
15,4,7,255,0.00
16,4,7,255,0.00
17,4,7,255,0.00
18,4,7,255,0.00
19,4,7,255,0.00
20,4,7,255,0.00
21,4,7,255,0.00
22,4,7,255,0.00
23,4,7,255,0.00
24,4,7,255,0.00
25,4,7,255,0.00
26,4,7,255,0.00
27,4,7,255,0.00
28,4,7,255,0.00
29,4,7,255,0.00
30,4,7,255,0.00
31,4,7,255,0.00
32,4,7,255,0.00
33,4,7,255,0.00
34,4,7,255,0.00
35,4,7,255,0.00
36,4,7,255,0.00
37,4,7,255,0.00
38,4,7,255,0.00
39,4,7,255,0.00
40,4,7,255,0.00
41,4,7,255,0.00
42,4,7,255,0.00
43,4,7,255,0.00
44,4,7,255,0.00
45,4,7,255,0.00
46,4,7,255,0.00
47,4,7,255,0.00
48,4,7,255,0.00
49,4,7,255,0.00
50,4,7,255,0.00
51,4,7,255,0.00
52,4,7,255,0.00
53,4,7,255,0.00
54,4,7,255,0.00
55,4,7,255,0.00
56,4,7,255,0.00
57,4,7,255,0.00
58,4,7,255,0.00
59,4,7,255,0.00
60,4,7,255,0.00
61,4,7,255,0.00
62,4,7,255,0.00
63,4,7,255,0.00
64,4,7,255,0.00
65,4,7,255,0.00
66,4,7,255,0.00
67,4,7,255,0.00
68,4,7,255,0.00
69,4,7,255,0.00
70,4,7,255,0.00
71,4,7,255,0.00
72,4,7,255,0.00
73,4,7,255,0.00
74,4,7,255,0.00
75,4,7,255,0.00
76,4,7,255,0.00
77,4,7,255,0.00
78,4,7,255,0.00
79,4,7,255,0.00
80,4,7,255,0.00
81,4,7,255,0.00
82,4,7,255,0.00
83,4,7,255,0.00
84,4,7,255,0.00
85,4,7,255,0.00
86,4,7,255,0.00
87,4,7,255,0.00
88,4,7,255,0.00
89,4,7,255,0.00
90,4,7,255,0.00
91,4,7,255,0.00
92,4,7,255,0.00
93,4,7,255,0.00
94,4,7,255,0.00
95,4,7,255,0.00
96,4,7,255,0.00
97,4,7,255,0.00
98,4,7,255,0.00
99,4,7,255,0.00
100,4,7,255,0.00
101,4,7,255,0.00
102,4,7,255,0.00
103,4,7,255,0.00
104,4,7,255,0.00
105,4,7,255,0.00
106,4,7,255,0.00
107,4,7,255,0.00
108,4,7,255,0.00
109,4,7,255,0.00
110,4,7,255,0.00
111,4,7,255,0.00
112,4,7,255,0.00
113,4,7,255,0.00
114,4,7,255,0.00
115,4,7,255,0.00
116,4,7,255,0.00
117,4,7,255,0.00
118,4,7,255,0.00
119,4,7,255,0.00
120,4,7,255,0.00
121,4,7,255,0.00
122,4,7,255,0.00
123,4,7,255,0.00
124,4,7,255,0.00
125,4,7,255,0.00
126,4,7,255,0.00
127,4,7,255,0.00
128,4,7,255,0.00
129,4,7,255,0.00
130,4,7,255,0.00
131,4,7,255,0.00
132,4,7,255,0.00
133,4,7,255,0.00
134,4,7,255,0.00
135,4,7,255,0.00
136,4,7,255,0.00
137,4,7,255,0.00
138,4,7,255,0.00
139,4,7,255,0.00
