X,Y,Height
3,24,0.443
3,25,0.443
3,26,0.443
3,27,0.443
3,28,0.443
3,29,0.443
3,30,0.443
3,31,0.443
3,32,0.443
3,33,0.443
3,34,0.443
3,35,0.443
3,36,0.443
3,37,0.443
3,38,0.443
3,39,0.443
3,40,0.443
3,41,0.443
3,42,0.443
3,43,0.443
3,44,0.443
3,45,0.443
3,46,0.443
3,47,0.443
3,48,0.443
3,49,0.443
3,50,0.443
3,51,0.443
3,52,0.443
3,53,0.443
3,54,0.443
3,55,0.443
3,56,0.443
3,57,0.443
3,58,0.443
3,59,0.443
3,60,0.443
3,61,0.443
3,62,0.443
3,63,0.443
3,64,0.443
3,65,0.443
3,66,0.443
3,67,0.443
3,68,0.443
3,69,0.443
3,70,0.443
3,71,0.443
3,72,0.443
3,73,0.443
3,74,0.443
3,75,0.443
3,76,0.443
3,77,0.443
3,78,0.443
3,79,0.443
3,80,0.443
3,81,0.443
3,82,0.443
3,83,0.443
3,84,0.443
3,85,0.443
3,86,0.443
3,87,0.443
3,88,0.443
3,89,0.443
3,90,0.443
3,91,0.443
3,92,0.443
3,93,0.443
3,94,0.443
3,95,0.443
3,96,0.443
3,97,0.443
3,98,0.443
3,99,0.443
3,100,0.443
3,101,0.443
3,102,0.443
3,103,0.443
3,104,0.443
3,105,0.443
3,106,0.443
3,107,0.443
3,108,0.443
3,109,0.443
3,110,0.443
3,111,0.443
3,112,0.443
3,113,0.443
3,114,0.443
3,115,0.443
3,116,0.443
3,117,0.443
3,118,0.443
3,119,0.443
3,120,0.443
3,121,0.443
3,122,0.443
3,123,0.443
3,124,0.443
3,125,0.443
3,126,0.443
3,127,0.443
3,128,0.443
3,129,0.443
3,130,0.443
3,131,0.443
3,132,0.443
3,133,0.443
3,134,0.443
3,135,0.443
3,136,0.443
3,137,0.443
3,138,0.443
3,139,0.443
3,140,0.443
3,141,0.443
3,142,0.443
3,143,0.443
3,144,0.443
3,145,0.443
3,146,0.443
3,147,0.443
3,148,0.443
3,149,0.443
3,150,0.443
3,151,0.443
3,152,0.443
3,153,0.443
3,154,0.443
3,155,0.443
3,156,0.443
3,157,0.443
3,158,0.443
3,159,0.443
3,160,0.443
3,161,0.443
3,162,0.443
3,163,0.443
3,164,0.443
3,165,0.443
3,166,0.443
3,167,0.443
3,168,0.443
3,169,0.443
3,170,0.443
3,171,0.443
3,172,0.443
3,173,0.443
3,174,0.443
3,175,0.443
3,176,0.443
3,177,0.443
3,178,0.443
3,179,0.443
3,180,0.443
3,181,0.443
3,182,0.443
3,183,0.443
3,184,0.443
3,185,0.443
3,186,0.443
3,187,0.443
3,188,0.443
3,189,0.443
3,190,0.443
3,191,0.443
3,192,0.443
3,193,0.443
3,194,0.443
3,195,0.443
3,196,0.443
3,197,0.443
3,198,0.443
3,199,0.443
3,200,0.443
3,201,0.443
3,202,0.443
3,203,0.443
3,204,0.443
3,205,0.443
3,206,0.443
3,207,0.443
3,208,0.443
3,209,0.443
3,210,0.443
3,211,0.443
3,212,0.443
3,213,0.443
3,214,0.443
3,215,0.443
3,216,0.443
3,217,0.443
3,218,0.443
3,219,0.443
3,220,0.443
3,221,0.443
3,222,0.443
3,223,0.443
3,224,0.443
3,225,0.443
3,226,0.443
3,227,0.443
3,228,0.443
3,229,0.443
3,230,0.443
3,231,0.443
3,232,0.443
3,233,0.443
3,234,0.443
3,235,0.443
3,236,0.443
3,237,0.443
3,238,0.443
3,239,0.443
3,240,0.443
3,241,0.443
3,242,0.443
3,243,0.443
3,244,0.443
3,245,0.443
3,246,0.443
3,247,0.443
3,248,0.443
3,249,0.443
3,250,0.443
3,251,0.443
3,252,0.443
3,253,0.443
3,254,0.000
3,255,0.000
4,0,0.443
4,1,0.443
4,2,0.443
4,3,0.443
4,4,0.443
4,5,0.443
4,6,0.443
4,7,0.443
4,8,0.443
4,9,0.443
4,10,0.443
4,11,0.443
4,12,0.443
4,13,0.443
4,14,0.443
4,15,0.443
4,16,0.443
4,17,0.443
4,18,0.443
4,19,0.443
4,20,0.443
4,21,0.443
4,22,0.443
4,23,0.443
4,24,0.443
4,25,0.443
4,26,0.443
4,27,0.443
4,28,0.443
4,29,0.443
4,30,0.443
4,31,0.443
4,32,0.443
4,33,0.443
4,34,0.443
4,35,0.443
4,36,0.443
4,37,0.443
4,38,0.443
4,39,0.443
4,40,0.443
4,41,0.443
4,42,0.443
4,43,0.443
4,44,0.443
4,45,0.443
4,46,0.443
4,47,0.443
4,48,0.443
4,49,0.443
4,50,0.443
4,51,0.443
4,52,0.443
4,53,0.443
4,54,0.443
4,55,0.443
4,56,0.443
4,57,0.443
4,58,0.443
4,59,0.443
4,60,0.443
4,61,0.443
4,62,0.443
4,63,0.443
4,64,0.443
4,65,0.443
4,66,0.443
4,67,0.443
4,68,0.443
4,69,0.443
4,70,0.443
4,71,0.443
4,72,0.443
4,73,0.443
4,74,0.443
4,75,0.443
4,76,0.443
4,77,0.443
4,78,0.443
4,79,0.443
4,80,0.443
4,81,0.443
4,82,0.443
4,83,0.443
4,84,0.443
4,85,0.443
4,86,0.443
4,87,0.443
4,88,0.443
4,89,0.443
4,90,0.443
4,91,0.443
4,92,0.443
4,93,0.443
4,94,0.443
4,95,0.443
4,96,0.443
4,97,0.443
4,98,0.443
4,99,0.443
4,100,0.443
4,101,0.443
4,102,0.443
4,103,0.443
4,104,0.443
4,105,0.443
4,106,0.443
4,107,0.443
4,108,0.443
4,109,0.443
4,110,0.443
4,111,0.443
4,112,0.443
4,113,0.443
4,114,0.443
4,115,0.443
4,116,0.443
4,117,0.443
4,118,0.443
4,119,0.443
4,120,0.443
4,121,0.443
4,122,0.443
4,123,0.443
4,124,0.443
4,125,0.443
4,126,0.443
4,127,0.443
4,128,0.443
4,129,0.443
4,130,0.443
4,131,0.443
4,132,0.443
4,133,0.443
4,134,0.443
4,135,0.443
4,136,0.443
4,137,0.443
4,138,0.443
4,139,0.443
4,140,0.443
4,141,0.443
4,142,0.443
4,143,0.443
4,144,0.443
4,145,0.443
4,146,0.443
4,147,0.443
4,148,0.443
4,149,0.443
4,150,0.443
4,151,0.443
4,152,0.443
4,153,0.443
4,154,0.443
4,155,0.443
4,156,0.443
4,157,0.443
4,158,0.443
4,159,0.443
4,160,0.443
4,161,0.443
4,162,0.443
4,163,0.443
4,164,0.443
4,165,0.443
4,166,0.443
4,167,0.443
4,168,0.443
4,169,0.443
4,170,0.443
4,171,0.443
4,172,0.443
4,173,0.443
4,174,0.443
4,175,0.443
4,176,0.443
4,177,0.443
4,178,0.443
4,179,0.443
4,180,0.443
4,181,0.443
4,182,0.443
4,183,0.443
4,184,0.443
4,185,0.443
4,186,0.443
4,187,0.443
4,188,0.443
4,189,0.443
4,190,0.443
4,191,0.443
4,192,0.443
4,193,0.443
4,194,0.443
4,195,0.443
4,196,0.443
4,197,0.443
4,198,0.443
4,199,0.443
4,200,0.443
4,201,0.443
4,202,0.443
4,203,0.443
4,204,0.443
4,205,0.443
4,206,0.443
4,207,0.443
4,208,0.443
4,209,0.443
4,210,0.443
4,211,0.443
4,212,0.443
4,213,0.443
4,214,0.443
4,215,0.443
4,216,0.443
4,217,0.443
4,218,0.443
4,219,0.443
4,220,0.443
4,221,0.443
4,222,0.443
4,223,0.443
4,224,0.443
4,225,0.443
4,226,0.443
4,227,0.443
4,228,0.443
4,229,0.443
4,230,0.443
4,231,0.443
4,232,0.443
4,233,0.443
4,234,0.443
4,235,0.443
4,236,0.443
4,237,0.443
4,238,0.443
4,239,0.443
4,240,0.443
4,241,0.443
4,242,0.443
4,243,0.443
4,244,0.443
4,245,0.443
4,246,0.443
4,247,0.443
4,248,0.443
4,249,0.443
4,250,0.443
4,251,0.443
4,252,0.443
4,253,0.443
4,254,0.000
4,255,0.000
5,0,0.443
5,1,0.443
5,2,0.443
5,3,0.443
5,4,0.443
5,5,0.443
5,6,0.443
5,7,0.443
5,8,0.443
5,9,0.443
5,10,0.443
5,11,0.443
5,12,0.443
5,13,0.443
5,14,0.443
5,15,0.443
5,16,0.443
5,17,0.443
5,18,0.443
5,19,0.443
5,20,0.443
5,21,0.443
5,22,0.443
5,23,0.443
5,24,0.443
5,25,0.443
5,26,0.443
5,27,0.443
5,28,0.443
5,29,0.443
5,30,0.443
5,31,0.443
5,32,0.443
5,33,0.443
5,34,0.443
5,35,0.443
5,36,0.443
5,37,0.443
5,38,0.443
5,39,0.443
5,40,0.443
5,41,0.443
5,42,0.443
5,43,0.443
5,44,0.443
5,45,0.443
5,46,0.443
5,47,0.443
5,48,0.443
5,49,0.443
5,50,0.443
5,51,0.443
5,52,0.443
5,53,0.443
5,54,0.443
5,55,0.443
5,56,0.443
5,57,0.443
5,58,0.443
5,59,0.443
5,60,0.443
5,61,0.443
5,62,0.443
5,63,0.443
5,64,0.443
5,65,0.443
5,66,0.443
5,67,0.443
5,68,0.443
5,69,0.443
5,70,0.443
5,71,0.443
5,72,0.443
5,73,0.443
5,74,0.443
5,75,0.443
5,76,0.443
5,77,0.443
5,78,0.443
5,79,0.443
5,80,0.443
5,81,0.443
5,82,0.443
5,83,0.443
5,84,0.443
5,85,0.443
5,86,0.443
5,87,0.443
5,88,0.443
5,89,0.443
5,90,0.443
5,91,0.443
5,92,0.443
5,93,0.443
5,94,0.443
5,95,0.443
5,96,0.443
5,97,0.443
5,98,0.443
5,99,0.443
5,100,0.443
5,101,0.443
5,102,0.443
5,103,0.443
5,104,0.443
5,105,0.443
5,106,0.443
5,107,0.443
5,108,0.443
5,109,0.443
5,110,0.443
5,111,0.443
5,112,0.443
5,113,0.443
5,114,0.443
5,115,0.443
5,116,0.443
5,117,0.443
5,118,0.443
5,119,0.443
5,120,0.443
5,121,0.443
5,122,0.443
5,123,0.443
5,124,0.443
5,125,0.443
5,126,0.443
5,127,0.443
5,128,0.443
5,129,0.443
5,130,0.443
5,131,0.443
5,132,0.443
5,133,0.443
5,134,0.443
5,135,0.443
5,136,0.443
5,137,0.443
5,138,0.443
5,139,0.443
5,140,0.443
5,141,0.443
5,142,0.443
5,143,0.443
5,144,0.443
5,145,0.443
5,146,0.443
5,147,0.443
5,148,0.443
5,149,0.443
5,150,0.443
5,151,0.443
5,152,0.443
5,153,0.443
5,154,0.443
5,155,0.443
5,156,0.443
5,157,0.443
5,158,0.443
5,159,0.443
5,160,0.443
5,161,0.443
5,162,0.443
5,163,0.443
5,164,0.443
5,165,0.443
5,166,0.443
5,167,0.443
5,168,0.443
5,169,0.443
5,170,0.443
5,171,0.443
5,172,0.443
5,173,0.443
5,174,0.443
5,175,0.443
5,176,0.443
5,177,0.443
5,178,0.443
5,179,0.443
5,180,0.443
5,181,0.443
5,182,0.443
5,183,0.443
5,184,0.443
5,185,0.443
5,186,0.443
5,187,0.443
5,188,0.443
5,189,0.443
5,190,0.443
5,191,0.443
5,192,0.443
5,193,0.443
5,194,0.443
5,195,0.443
5,196,0.443
5,197,0.443
5,198,0.443
5,199,0.443
5,200,0.443
5,201,0.443
5,202,0.443
5,203,0.443
5,204,0.443
5,205,0.443
5,206,0.443
5,207,0.443
5,208,0.443
5,209,0.443
5,210,0.443
5,211,0.443
5,212,0.443
5,213,0.443
5,214,0.443
5,215,0.443
5,216,0.443
5,217,0.443
5,218,0.443
5,219,0.443
5,220,0.443
5,221,0.443
5,222,0.443
5,223,0.443
5,224,0.443
5,225,0.443
5,226,0.443
5,227,0.443
5,228,0.443
5,229,0.443
5,230,0.443
5,231,0.443
5,232,0.443
5,233,0.443
5,234,0.443
5,235,0.443
5,236,0.443
5,237,0.443
5,238,0.443
5,239,0.443
5,240,0.443
5,241,0.443
5,242,0.443
5,243,0.443
5,244,0.443
5,245,0.443
5,246,0.443
5,247,0.443
5,248,0.443
5,249,0.443
5,250,0.443
5,251,0.443
5,252,0.443
5,253,0.443
5,254,0.000
5,255,0.000
6,0,0.443
6,1,0.443
6,2,0.443
6,3,0.443
6,4,0.443
6,5,0.443
6,6,0.443
6,7,0.443
6,8,0.443
6,9,0.443
6,10,0.443
6,11,0.443
6,12,0.443
6,13,0.443
6,14,0.443
6,15,0.443
6,16,0.443
6,17,0.443
6,18,0.443
6,19,0.443
6,20,0.443
6,21,0.443
6,22,0.443
6,23,0.443
6,24,0.443
6,25,0.443
6,26,0.443
6,27,0.443
6,28,0.443
6,29,0.443
6,30,0.443
6,31,0.443
6,32,0.443
6,33,0.443
6,34,0.443
6,35,0.443
6,36,0.443
6,37,0.443
6,38,0.443
6,39,0.443
6,40,0.443
6,41,0.443
6,42,0.443
6,43,0.443
6,44,0.443
6,45,0.443
6,46,0.443
6,47,0.443
6,48,0.443
6,49,0.443
6,50,0.443
6,51,0.443
6,52,0.443
6,53,0.443
6,54,0.443
6,55,0.443
6,56,0.443
6,57,0.443
6,58,0.443
6,59,0.443
6,60,0.443
6,61,0.443
6,62,0.443
6,63,0.443
6,64,0.443
6,65,0.443
6,66,0.443
6,67,0.443
6,68,0.443
6,69,0.443
6,70,0.443
6,71,0.443
6,72,0.443
6,73,0.443
6,74,0.443
6,75,0.443
6,76,0.443
6,77,0.443
6,78,0.443
6,79,0.443
6,80,0.443
6,81,0.443
6,82,0.443
6,83,0.443
6,84,0.443
6,85,0.443
6,86,0.443
6,87,0.443
6,88,0.443
6,89,0.443
6,90,0.443
6,91,0.443
6,92,0.443
6,93,0.443
6,94,0.443
6,95,0.443
6,96,0.443
6,97,0.443
6,98,0.443
6,99,0.443
6,100,0.443
6,101,0.443
6,102,0.443
6,103,0.443
6,104,0.443
6,105,0.443
6,106,0.443
6,107,0.443
6,108,0.443
6,109,0.443
6,110,0.443
6,111,0.443
6,112,0.443
6,113,0.443
6,114,0.443
6,115,0.443
6,116,0.443
6,117,0.443
6,118,0.443
6,119,0.443
6,120,0.443
6,121,0.443
6,122,0.443
6,123,0.443
6,124,0.443
6,125,0.443
6,126,0.443
6,127,0.443
6,128,0.443
6,129,0.443
6,130,0.443
6,131,0.443
6,132,0.443
6,133,0.443
6,134,0.443
6,135,0.443
6,136,0.443
6,137,0.443
6,138,0.443
6,139,0.443
6,140,0.443
6,141,0.443
6,142,0.443
6,143,0.443
6,144,0.443
6,145,0.443
6,146,0.443
6,147,0.443
6,148,0.443
6,149,0.443
6,150,0.443
6,151,0.443
6,152,0.443
6,153,0.443
6,154,0.443
6,155,0.443
6,156,0.443
6,157,0.443
6,158,0.443
6,159,0.443
6,160,0.443
6,161,0.443
6,162,0.443
6,163,0.443
6,164,0.443
6,165,0.443
6,166,0.443
6,167,0.443
6,168,0.443
6,169,0.443
6,170,0.443
6,171,0.443
6,172,0.443
6,173,0.443
6,174,0.443
6,175,0.443
6,176,0.443
6,177,0.443
6,178,0.443
6,179,0.443
6,180,0.443
6,181,0.443
6,182,0.443
6,183,0.443
6,184,0.443
6,185,0.443
6,186,0.443
6,187,0.443
6,188,0.443
6,189,0.443
6,190,0.443
6,191,0.443
6,192,0.443
6,193,0.443
6,194,0.443
6,195,0.443
6,196,0.443
6,197,0.443
6,198,0.443
6,199,0.443
6,200,0.443
6,201,0.443
6,202,0.443
6,203,0.443
6,204,0.443
6,205,0.443
6,206,0.443
6,207,0.443
6,208,0.443
6,209,0.443
6,210,0.443
6,211,0.443
