Header: 0
Map Number: 74
Object Count: 375
Type,PositionX,PositionY,PositionZ,AngleX,AngleY,AngleZ,Scale
135,194.8515,21.81007,0.535001,0,0,0,1.36
79,198.2927,21.6896,3.395,0,0,0,1.28
79,194.8108,21.8,3.495002,0,0,0,1.28
79,205.5805,21.73972,2.595001,0,0,0,1.28
135,205.5302,27.69584,-0.5149989,0,0,0,1.36
135,201.7094,27.95006,0.08500137,0,0,0,1.36
135,198.1377,27.74931,0.08500137,0,0,0,1.36
79,205.4877,27.74282,2.595001,0,0,0,1.28
79,201.7119,27.96812,3.095001,0,0,0,1.28
79,198.3068,27.71183,3.145,0,0,0,1.28
135,195.0116,27.75189,0.5850006,0,0,0,1.36
79,195.0319,27.77839,3.695,0,0,0,1.28
82,200.5,31.5,1.695,0,0,0,1
136,200.0441,29.53293,1.714997,0,0,179,1
136,205.862,29.36135,1.714997,0,0,179,1
136,202.3537,20.25363,1.714998,0,0,178,1
136,196.6013,20.46272,1.714997,0,0,178,1
136,193.7396,38.66337,1.714995,0,0,184,1
136,196.9019,35.86964,1.714998,0,0,94,1
138,206.4951,46.99173,1.695,0,0,0,1
138,203.1027,47.04623,1.695,0,0,0,1
138,199.9427,47.08852,1.694998,0,0,0,1
138,196.7015,47.08559,1.694999,0,0,0,1
146,195.3643,46.95363,1.694998,0,0,90,1.1
146,194.2751,45.59777,1.695,0,0,90,1.28
137,204.8046,46.2972,1.695001,0,0,0,1.3
137,201.3948,46.45635,1.695002,0,0,0,1.3
137,198.0535,46.46245,1.695002,0,0,0,1.3
79,206.5511,47.10871,5.145,0,0,0,1.32
79,203.0903,47.15851,5.145,0,0,0,1.32
79,199.954,47.20713,5.145001,0,0,0,1.32
79,196.7083,47.17759,5.145,0,0,0,1.32
156,195.277,47.54327,3.684999,0,91,175,0.8900001
156,194.0709,46.14162,3.645,0,91,175,0.7800002
146,193.915,43.91492,1.694998,0,0,90,1.4
133,192.1235,37.34302,1.585001,0,0,80,1.01
136,192.9018,55.55243,1.714994,0,0,0,1
20,196.7995,51.40116,1.695,0,0,0,1
20,203.1617,50.43699,1.694999,0,0,0,1
20,199.8626,51.12315,1.694999,0,0,180,1
138,206.5892,56.71481,1.694999,0,0,0,1
138,203.2298,56.7113,1.695,0,0,0,1
138,200.0432,56.71985,1.694999,0,0,0,1
138,197.0235,56.18991,1.694998,0,0,0,1
146,195.6255,55.36903,1.694998,0,0,90,1.1
137,198.4793,56.54066,1.695002,0,0,0,1.3
137,201.676,56.53046,1.695003,0,0,0,1.3
137,205.0418,56.5985,1.695002,0,0,0,1.3
79,196.9851,55.92175,5.145002,0,0,0,1.32
79,199.9483,56.94361,5.145002,0,0,0,1.32
79,203.084,56.97349,5.145002,0,0,0,1.32
79,206.55,57.02644,5.145002,0,0,0,1.32
86,194.9833,52.17109,3.445002,100,0,0,1.859999
20,206.2154,53.09159,1.694999,0,0,-180,1
20,205.8456,50.68777,1.695,0,0,0,1
20,202.2188,50.56374,1.694998,0,0,0,1
20,202.9128,52.10616,1.694998,0,0,182,1
156,195.6479,54.79848,3.694999,0,91,0,0.8200002
156,194.5122,54.95796,3.395001,0,91,0,0.8900001
156,193.3939,55.09987,3.445,0,91,0,0.8300002
20,207.0617,50.93637,1.694999,0,0,0,1
129,194.8064,62.06445,3.644997,0,0,0,2.999998
136,212.0956,15.76878,1.715002,0,0,450,1.759999
137,213.5343,30.26442,1.694999,0,0,90,1.08
137,213.0808,19.04724,1.695,0,0,90,1.08
137,213.6702,19.94861,1.694999,0,0,90,1.08
137,214.5582,20.67307,1.694999,0,0,90,1.08
137,214.2447,29.44825,1.695001,0,0,90,1.08
137,214.475,28.39974,1.695,0,0,90,1.08
146,217.9582,19.08352,1.694999,0,0,0,1.1
146,218.1753,30.01801,1.695,0,0,0,1.1
146,222.7831,30.19979,1.695,0,0,0,1.1
146,222.9166,19.0345,1.694999,0,0,0,1.1
37,222.8239,29.27369,4.045,0,0,0,0.6600003
37,218.1211,29.11101,4.045,0,0,0,0.6600003
155,216.5145,28.13325,-0.07499954,0,0,0,0.5000005
155,218.7266,28.11338,-0.07500015,0,0,0,0.5000005
155,221.0199,28.10795,-0.075,0,0,0,0.5000005
155,223.2402,28.11174,-0.07500046,0,0,0,0.5000005
155,216.161,20.89375,-0.07499985,0,0,0,0.5000005
155,218.4371,20.88155,-0.07500015,0,0,0,0.5000005
155,220.6577,20.88617,-0.07499939,0,0,0,0.5000005
155,222.938,20.88707,-0.07500015,0,0,0,0.5000005
146,222.9166,19.0345,1.694999,0,0,0,1.1
37,222.9321,19.92053,4.045,0,0,190,0.6600003
37,217.9464,19.92555,4.045,0,0,190,0.6600003
135,214.6898,20.83723,5.844999,0,0,0,0.5800004
135,213.8127,19.63905,5.844999,0,0,0,0.5800004
135,213.011,18.94097,5.844998,0,0,0,0.5800004
135,214.4413,28.24993,5.844999,0,0,0,0.5800004
79,213.8729,19.62123,7.045,0,0,0,1.32
79,214.7585,20.75554,7.045,0,0,0,1.32
79,214.356,28.29205,7.045001,0,0,0,1.32
100,209.3537,24.89353,1.694998,0,0,90,2.129999
70,213.8096,24.70451,1.795003,0,0,90,1.539999
70,211.9374,24.55362,1.695002,0,0,90,1.619999
25,215.84,28.80657,4.995001,0,0,42,1.18
25,215.759,20.83503,4.945003,0,0,128,1.18
8,213.2054,28.06272,1.694999,0,0,0,1.11
8,213.0245,21.36828,1.694999,0,0,180,1.11
135,214.2645,29.56885,5.844996,0,0,0,0.5800004
135,213.5572,30.34927,5.844997,0,0,0,0.5800004
79,214.2266,29.57501,7.045001,0,0,0,1.32
157,218.761,24.62533,7.344998,0,0,310,1.539999
135,208.8729,21.59346,-0.5149982,0,0,0,1.36
79,208.9658,21.56231,2.595001,0,0,0,1.28
135,209.2293,27.56187,-0.5149997,0,0,0,1.36
79,209.3051,27.54276,2.595001,0,0,0,1.28
38,220.5868,29.23133,1.695,0,0,185,1
38,220.6884,19.69636,1.695002,0,0,355,1
136,208.0879,20.02947,1.714997,0,0,178,1
113,220.2406,29.17192,1.695004,0,0,0,1.719999
113,220.3033,19.75506,1.695001,0,0,179,1.719999
136,212.3289,33.70873,1.715003,0,0,450,1.759999
136,219.0699,46.37777,1.714996,0,0,180,1
138,210.8921,47.12089,1.694998,0,0,-180,1
137,208.8176,46.46699,1.695002,0,0,0,1.3
79,210.8511,47.10878,5.145,0,0,0,1.32
139,222.0759,46.66348,1.695002,0,0,0,1
77,220.8474,47.2378,1.695,0,0,160,1.26
77,219.5344,47.18251,1.695,0,0,210,1.26
136,218.9332,55.34859,1.714997,0,0,0,1
145,216.1136,50.54493,1.534999,0,0,-90,1.749999
138,210.6512,56.47929,1.695001,0,0,0,1
137,208.4941,56.67141,1.695004,0,0,0,1.3
137,212.3138,56.73323,1.695003,0,0,0,1.3
79,210.79,55.47894,5.145001,0,0,0,1.32
139,221.8493,55.14386,1.695001,0,0,0,1
128,219.375,52.13252,1.695,0,0,0,1
128,219.0093,49.41011,1.695,0,0,70,1
128,222.5869,49.53303,1.695,0,0,130,1
128,223.7093,51.36914,1.695,0,0,220,0.9400001
66,223.7473,56.63616,1.695001,0,0,0,1.36
20,209.4337,50.83777,1.695001,0,0,183,1
145,214.1985,50.53015,1.534999,0,0,-90,1.749999
20,210.3896,52.27988,1.695001,0,0,0,1
86,209.137,51.84647,3.545006,100,0,0,1.719999
77,222.2505,54.72957,1.695002,0,0,20,1.26
77,221.017,54.64517,1.695001,0,0,-20,1.26
77,217.1152,54.19156,1.695002,0,0,10,1.26
77,216.034,54.02258,1.695002,0,0,-40,1.26
129,234.0459,15.06423,9.934999,0,0,85,1.599999
129,226.1129,15.59174,9.934997,0,0,85,1.599999
146,227.9866,19.04815,1.694999,0,0,0,1.1
146,228.0347,30.28765,1.694998,0,0,0,1.1
146,232.9769,19.00497,1.694999,0,0,0,1.1
146,232.8163,30.26749,1.694997,0,0,0,1.1
146,237.847,30.20693,1.694999,0,0,0,1.1
146,238.0039,19.00899,1.694998,0,0,0,1.1
37,238.1649,28.93844,4.044998,0,0,0,0.6600003
37,232.9434,29.21389,4.044999,0,0,0,0.6600003
37,228.0696,29.39981,4.044998,0,0,0,0.6600003
37,238.106,19.96995,4.045,0,0,190,0.6600003
37,232.9754,19.857,4.045,0,0,190,0.6600003
37,228.0595,19.91408,4.045001,0,0,190,0.6600003
155,225.5061,28.13574,-0.07500015,0,0,0,0.5000005
155,227.7034,28.144,-0.07500198,0,0,0,0.5000005
155,229.9478,28.12135,-0.07500198,0,0,0,0.5000005
155,232.2274,28.12758,-0.07500244,0,0,0,0.5000005
155,234.4521,28.12004,-0.0750029,0,0,0,0.5000005
155,236.9026,28.11402,-0.07500351,0,0,0,0.5000005
155,239.1214,28.12074,-0.07500336,0,0,0,0.5000005
102,237.9906,31.51061,1.695002,0,0,180,1
155,225.1626,20.88796,-0.07500031,0,0,0,0.5000005
155,227.4242,20.88754,-0.07500244,0,0,0,0.5000005
155,229.6781,20.89381,-0.07500183,0,0,0,0.5000005
155,231.9334,20.88682,-0.07500076,0,0,0,0.5000005
155,234.2116,20.89416,-0.07500091,0,0,0,0.5000005
155,236.4769,20.89624,-0.07500152,0,0,0,0.5000005
155,238.7507,20.89767,-0.07500397,0,0,0,0.5000005
157,230.5045,25.04197,7.095,0,0,20,1.539999
157,236.513,24.57913,6.744999,0,0,-140,1.539999
147,239.7183,30.17823,1.695,0,0,0,1.34
1,238.5,24.5,1.695,0,0,0,1
1,238.5,23.5,1.695,0,0,0,1
157,224.5713,24.5454,7.295,0,0,140,1.539999
38,230.6295,29.49146,1.695001,0,0,185,1
38,230.9299,19.66373,1.695002,0,0,355,1
38,225.9361,19.76411,1.695003,0,0,355,1
38,235.6616,19.66311,1.695002,0,0,355,1
38,235.5697,29.51077,1.695001,0,0,185,1
38,225.8103,29.30012,1.695002,0,0,185,1
129,225.9848,31.04383,10.485,0,0,85,1.599999
129,234.1414,31.33941,9.934997,0,0,85,1.599999
113,235.0753,29.45012,1.695001,0,0,0,1.719999
113,230.247,29.4054,1.695001,0,0,0,1.719999
113,225.3357,29.20985,1.695002,0,0,0,1.719999
113,235.4467,19.70215,1.695001,0,0,179,1.719999
113,230.5053,19.7884,1.695001,0,0,179,1.719999
113,225.4998,19.86722,1.695001,0,0,179,1.719999
135,239.957,19.77004,1.694997,0,0,0,1
136,228.989,46.19896,1.714995,0,0,180,1
147,238.7339,46.1255,1.695,0,0,2,1.34
134,235.003,46.19559,1.345001,0,0,0,1.52
134,224.0207,46.38752,1.345,0,0,0,1.12
139,226.1939,46.44232,1.695003,0,0,0,1
139,232.0182,46.57738,1.695002,0,0,0,1
139,237.9391,46.49021,1.695002,0,0,0,1
65,234.7621,45.37471,1.695002,0,0,180,1.46
65,224.5065,45.62683,1.695002,0,0,180,1.46
147,238.9359,46.02425,1.695,0,0,10,1.34
77,236.0144,47.05935,1.695003,0,0,-150,1.26
77,231.5955,46.87957,1.695002,0,0,-140,1.26
77,237.0332,47.24283,1.845002,8,0,-180,1.26
77,225.8066,46.9134,1.695002,0,0,-150,1.26
77,226.8539,47.23592,1.545003,-10,0,-140,1.26
136,229.0535,55.57993,1.714998,0,0,0,1
136,239.6057,55.57613,1.714997,0,0,0,1
134,234.3795,55.32003,1.345001,0,0,0,1.18
139,232.0565,55.28509,1.694999,0,0,0,1
139,226.0934,55.19464,1.695001,0,0,0,1
139,236.705,55.33688,1.695002,0,0,0,1
128,227.2834,51.11766,1.695,0,0,220,0.9400001
128,225.9312,52.43572,1.695,0,0,340,0.9400001
128,230.5691,50.71299,1.695,0,0,220,0.9400001
128,229.2172,49.44688,1.695,0,0,510,1.04
128,232.4581,49.54691,1.695,0,0,470,1.14
128,232.6185,51.8215,1.695,0,0,380,1.3
66,234.0188,56.68077,1.694999,0,0,0,1.44
128,227.0387,49.06758,1.695,0,0,240,0.9400001
134,224.0439,54.97716,1.345,0,0,0,1.12
145,237.2076,50.91175,1.534998,0,0,-90,1.749999
128,224.7869,53.41071,1.695,0,0,220,0.9400001
128,225.1931,50.06379,1.695,0,0,270,0.9400001
77,226.001,54.98024,1.695002,0,0,-10,1.26
77,225.2123,55.4272,1.695002,0,0,-70,1.26
77,231.3647,54.77401,1.695003,0,0,-10,1.26
77,230.4829,54.83895,1.695002,0,0,-30,1.26
48,243.5,5.5,1.695,0,0,0,1
129,246.5094,14.94604,2.944999,0,0,0,1
135,240.1529,28.78771,1.694999,0,0,0,1
155,241.3512,28.14332,-0.07500397,0,0,0,0.5000005
155,243.5871,28.14127,-0.07500321,0,0,0,0.5000005
155,245.8249,28.14637,-0.07500412,0,0,0,0.5000005
155,248.1462,28.14561,-0.07500473,0,0,0,0.5000005
155,241.0047,20.88183,-0.07500366,0,0,0,0.5000005
155,243.3024,20.89655,-0.07500382,0,0,0,0.5000005
77,240.5339,28.54816,1.695001,0,0,30,1
79,240.1375,28.80621,4.134997,0,0,0,1.32
136,250.7144,28.99705,1.714994,0,0,270,1
136,250.7153,23.21322,1.714994,0,0,270,1
155,244.2472,19.61475,-0.0750026,0,0,89,0.5000005
155,244.1935,17.34044,-0.07500213,0,0,89,0.5000005
155,248.1678,19.83732,-0.07500137,0,0,89,0.5000005
155,248.1326,17.55256,-0.07500168,0,0,89,0.5000005
155,249.4895,20.80914,-0.07500168,0,0,0,0.5000005
48,241.5,21.5,1.695,0,0,0,1
137,241.6159,18.65825,1.694999,0,0,-3,1
138,241.6488,19.23987,1.695,0,0,0,1
79,240.0613,19.84818,4.184999,0,0,0,1.32
147,241.2856,31.04416,1.695001,0,0,0,1.34
137,250.6432,18.13979,1.694999,0,0,-3,1
138,250.2527,19.03396,1.694999,0,0,0,1
79,250.1679,19.10196,5.335001,0,0,0,1.32
70,246.4543,18.38934,1.694999,0,0,180,1.12
145,246.4486,19.32293,1.695001,0,0,0,1
110,246.4722,18.65726,1.695,0,0,181,1.14
134,246.4322,19.40015,1.694999,0,0,2,1.06
129,247.1279,18.53843,4.594998,0,0,0,2.159999
79,241.6388,19.20652,5.484998,0,0,0,1.32
77,240.5498,20.13869,1.695002,0,0,110,1
136,240.8713,34.68767,1.714994,0,0,270,1
136,240.8499,40.47886,1.714994,0,0,270,1
136,250.7275,34.79365,1.714994,0,0,270,1
136,250.7194,40.53788,1.714993,0,0,270,1
147,240.8108,43.96525,1.695,0,0,0,1.34
145,245.6738,45.66298,1.695,0,0,0,1.599999
147,248.752,47.52851,1.694999,0,0,0,1.34
147,250.6716,43.87793,1.695,0,0,0,1.34
157,246.5899,40.05346,6.045001,0,0,0,1.919999
157,246.581,34.4514,6.595001,0,0,0,1.919999
147,240.0162,46.00941,1.695,0,0,0,1.34
56,242.2677,42.0686,1.695002,0,0,-90,0.9000001
56,242.1622,39.10283,1.695003,0,0,-90,0.9000001
56,242.1642,36.22322,1.695002,0,0,-90,0.9000001
56,242.2167,33.26559,1.695002,0,0,-90,0.9000001
56,248.5607,33.53339,1.695001,0,0,-90,0.9000001
56,248.5072,36.51051,1.695002,0,0,-90,0.9000001
56,248.5498,39.41139,1.695001,0,0,-90,0.9000001
56,248.5464,42.5053,1.695,0,0,-90,0.9000001
79,242.3793,42.17383,2.495002,0,0,0,1.939999
79,242.3627,42.21025,3.445002,0,0,0,1.599999
79,242.2865,39.21542,2.495001,0,0,0,1.939999
79,242.2426,36.38354,2.495001,0,0,0,1.939999
79,242.3319,33.40778,2.495002,0,0,0,1.939999
79,242.2,39.23152,3.445003,0,0,0,1.599999
79,242.2779,36.40176,3.445002,0,0,0,1.599999
79,242.2529,33.42137,3.445001,0,0,0,1.599999
79,248.4235,33.71195,2.345002,0,0,0,1.939999
79,248.3554,36.65246,2.345002,0,0,0,1.939999
79,248.4252,39.48135,2.345002,0,0,0,1.939999
79,248.4344,42.65038,2.345002,0,0,0,1.939999
79,248.3943,39.50827,3.445002,0,0,0,1.599999
79,248.4682,42.70976,3.445003,0,0,0,1.599999
79,248.3838,36.63625,3.445003,0,0,0,1.599999
79,248.4489,33.5526,3.445003,0,0,0,1.599999
147,248.6455,54.83073,1.695002,0,0,0,1.34
147,243.0181,55.6637,1.695,0,0,0,1.34
129,243.043,51.12721,5.345003,0,0,0,1.979999
110,248.1596,51.02983,1.694999,0,0,-90,1.26
138,248.623,49.02906,1.695002,0,0,-90,1
138,248.8721,52.97234,1.695002,0,0,-90,1
138,249.7715,51.34998,1.695002,0,0,-90,1.14
79,249.7654,51.3787,6.045,0,0,0,1.32
79,248.9694,53.0532,5.395,0,0,0,1.32
79,248.597,49.0695,5.495004,0,0,0,1.32
