Header: 0
Map Number: 1
Object Count: 2870
Type,PositionX,PositionY,PositionZ,AngleX,AngleY,AngleZ,Scale
25,13,44.5,1.731032,-340,0,2190,1
22,5.5,35.5,2.141524,-380,0,1590,1
21,11.56609,44.02569,3.39738,-315,0,2220,1
21,5.578609,37.02296,3.84571,-285,0,2220,1
21,6.857724,33.78143,5.261479,-410,0,1650,1
21,6.593754,41.4411,4.878923,-410,0,1650,1
20,6.308711,38.57134,6.2269,-435,0,1350,1
131,5.167709,40.68245,5.959688,-435,0,1350,1
131,12.5,40,1.119717,-435,0,1350,1
132,8,43,1.972217,-435,0,1350,1
132,12.5,44,1.760917,-435,0,1350,1
132,6,35,2.134044,-435,0,1350,1
32,2,45,2.735573,-45,0,1530,1
34,5.306472,36.80725,2.392607,0,0,570,1
131,14.94764,45.15996,-2.111609,-435,0,1350,1.819999
41,11.66514,43.86152,0.9712963,-20,0,1800,0.6600003
131,11.90856,41.34677,0.6722131,-20,0,1800,1
131,8.30328,40.40422,0.6216099,-20,0,1800,1
131,14.8496,45.45013,0.8738466,-20,0,1800,1
51,-1.200526,40.95793,0,-435,0,1350,1
20,14.26721,34.70047,3.238716,0,0,840,1
21,14.23,33.17184,3.527725,25,0,720,1
21,9.238036,45.74475,4.637013,25,0,480,1
20,6.196932,46.82017,4.947442,25,0,480,1
20,6.801098,47.48893,4.87861,25,0,480,1
33,13.5,43.5,1.698153,355,0,1530,1
59,3,41.5,1.875622,350,0,2310,0.6800003
31,4.578712,39.13622,5.252049,-5,0,-600,1
59,1.812096,41.68916,1.704459,-5,0,-660,1
69,6,40,1.654499,0,0,-1710,1
133,7.5,37.5,1.863062,0,0,-270,1
133,6.5,41.5,1.725657,0,0,-360,1
21,15.87038,47.67104,1.922717,0,0,930,1
21,15.69417,32.41473,2.4,0,0,0,1
21,11.82378,35.96748,-3.812869,0,0,180,1
33,14.5,45.5,1.688127,0,0,420,1
21,14.30895,39.59923,2.687029,-10,0,300,0.5400004
0,2.954977,49.80753,2.539052,0,0,0,1
0,3.528181,55.97241,2.456204,0,0,0,1
0,4.5,62.5,2.515438,0,0,0,1
31,1.345948,48.34842,1.867837,-5,0,-240,1
1,2.5,53,2.530708,5,0,720,0.7400002
22,6,51,2.228679,-380,0,1590,1
22,9,58.5,1.97088,-380,0,1590,1
22,10,62,1.979927,-380,0,1440,1
24,8.815335,52.34609,2.448019,0,0,-90,1
24,13.0059,60.62997,2.243736,0,0,-90,1
20,6.539249,53.72098,4.884192,25,0,480,1
20,7.977257,60.60386,4.838488,25,0,480,1
24,12.89845,54.39624,1.737103,0,0,2250,1
33,7.5,50,2.045423,355,0,1590,1
25,13.58398,54.67275,1.720679,0,0,2250,1
22,13.7542,52.49927,1.703943,-380,0,1440,1
23,10.71177,57.78862,1.855952,0,0,0,1
23,9.271216,55.18363,1.929659,0,0,60,1
23,13.84443,59.33303,1.729667,0,0,-30,1
23,13.42432,58.65477,1.737092,0,0,30,1
21,15.79589,58.77678,1.99817,0,0,930,1
21,13.86554,59.34166,2.047204,0,0,930,1
32,15.17065,48.31041,2.002168,0,0,810,1
0,4,73,2.560709,0,0,0,1
0,3,77,2.351502,0,0,0,1
1,3,67.5,2.765973,0,0,510,1
22,9,65.5,2.161309,-380,0,1590,1
24,9.696751,72.12091,2.558217,0,0,-90,1
24,15,74,1.716683,0,0,750,1
20,4.723854,72.0809,3.859354,60,0,420,1
22,10,80,1.78319,-380,0,1440,1
0,3,83,2.292143,0,0,60,1
0,4,88,2.100289,0,0,120,1
0,4,94,1.873848,0,0,210,1
1,2.5,91.5,2.099722,0,0,390,0.7400002
22,8,91,1.758901,-380,0,1440,1
24,13.05716,80.42474,2.168181,0,0,-90,1
24,10.94304,93.14783,2.145406,0,0,-90,1
24,14,88,1.749619,0,0,840,1
20,5.649728,94.41721,2.957228,60,0,420,1
24,10.5,86,1.73862,-375,0,2280,1
21,4.156796,92.08738,3.357074,20,0,1470,1
24,16,95.5,1.65,0,0,840,1
0,4,110.5,1.746535,-5,0,2070,1
24,13.42921,101.9803,1.534801,0,0,210,1
24,9.405756,101.2485,1.516074,0,0,390,1
24,5.73422,109.9488,1.495471,0,0,390,1
1,3.118216,97.18977,1.891927,0,0,210,1
24,4.760304,98.81293,2.080067,0,0,210,1
25,8,98.5,1.659254,0,0,390,1
24,5,97.5,1.745141,0,0,480,1
20,5.799468,98.72887,2.882848,60,0,420,1
20,5.996305,108.0552,2.694601,60,0,420,1
22,8.837033,97.93091,1.652444,0,0,0,1
24,11.56993,101.7099,2.220227,20,0,1500,1
24,10.86972,101.1986,2.219348,20,0,1590,1
21,11.41844,101.1121,2.872327,20,0,1470,1
21,5.961627,110.6764,2.904351,20,0,1470,1
30,6.121869,115.898,1.849394,-5,0,2070,1
30,4.5,127.5,2.083822,-5,0,2370,1
0,4.5,118,1.65,-5,0,2070,1
22,11.0306,116.9951,1.740991,0,0,0,1
23,12.95808,124.5689,1.65,0,0,0,1
23,7.509249,125.3898,1.715569,0,0,90,1
24,12.18468,115.751,1.568194,0,0,30,1
24,10.77622,113.4006,1.356467,0,0,390,1
24,14.82148,121.3923,1.540975,0,0,390,1
0,4.150239,123.7994,1.957061,-5,0,2010,1
24,10.5,114,1.601181,0,0,840,1.42
24,6.912741,113.568,2.334386,20,0,1500,1
33,15.5,118,1.511394,365,0,2340,1
32,14.60923,118.1922,1.028901,0,0,1140,1
31,4,141.5,1.783304,-5,0,1920,1
0,3.5,137,2.033907,-5,0,2070,1
0,4,130.5,2.377178,-5,0,2010,1
22,8.650387,129.9943,1.745892,0,0,0,1
22,13.81974,136.9688,1.760485,0,0,0,1
24,10.04959,133.3501,1.475666,-5,0,2010,1
24,13.83067,128.4973,1.53133,-5,0,2010,1
6,11.5,134.5,1.65,0,0,1620,0.6400003
57,3.5,143.5,2.003253,0,0,120,1
31,4,150,1.607127,-5,0,2220,1
56,4,147,1.78745,0,0,840,1
0,3,145,2.170755,-5,0,2010,1
58,7.5,149.5,1.539368,-5,0,2010,1
92,8.5,150.5,1.402441,-5,0,2310,1
116,7,148.5,1.616429,-5,0,2190,0.8200002
116,4.5,145,1.719436,0,0,2280,0.8200002
116,5.5,146,1.666163,-5,0,2190,0.7200003
0,2,174.5,2.060949,0,0,2070,1
0,6,171.5,1.687417,0,0,2370,1
0,6.5,175,1.684921,0,0,1830,1
31,6,169.5,1.675276,0,0,1830,1
23,11,169,1.65,0,0,780,1
23,14.5,165,1.65,0,0,780,1
21,11.97464,172.7927,2.555001,0,0,3870,1
9,14.5,166,1.65,0,0,3390,1
33,8.755274,160.9766,1.217909,0,0,750,1
32,11.00164,160.5179,1.419699,0,0,420,0.96
1,2.5,180,2.974779,0,0,1890,1
0,4.5,184.5,2.658686,0,0,2340,1
0,9,181.5,1.780345,0,0,1770,1
0,4.5,189.5,2.759362,0,0,2070,1
0,6.5,179,2.904503,0,0,2310,1
23,14,187.5,1.65,0,0,420,1
21,13.83875,183.5162,2.575324,0,0,3870,1
9,12.12202,184.9707,1.331078,-10,0,3180,1
1,2.5,201,3.367482,0,0,1890,1
0,6,205,1.926413,0,0,1770,1
0,7.5,198,1.688953,0,0,1770,1
0,8,193,1.705465,0,0,2070,1
0,6.5,207.5,1.848082,0,0,2130,1
22,14.5,202.5,1.891167,0,0,420,1
24,10.5,198,1.65,0,0,720,1
25,15,204,1.68906,0,0,840,1
21,13.33233,198.2982,2.855,0,0,3870,1
21,12.86191,194.1411,2.855001,0,0,3930,1
9,12.96701,202.6354,1.853214,-10,0,3180,1
0,6,220,2.251052,0,0,2640,1
1,5.5,217,2.671094,0,0,1890,1
0,4.5,211.5,2.636029,0,0,2250,1
22,10.5,208.5,1.67839,0,0,420,1
22,10,213.5,1.823777,0,0,360,1
24,11,220.5,1.649884,0,0,720,1
21,12.32589,209.921,2.855,0,0,3930,1
21,11.85187,219.92,2.824823,0,0,3930,1
9,9.949828,222.9478,1.301078,-10,0,3180,1
0,6.5,229,1.65,0,0,2370,1
0,6,236.5,1.655322,0,0,2370,1
0,5,224.5,1.68655,0,0,2490,0.8400002
0,5,232.5,1.65,0,0,1770,1
0,4,227,1.856021,0,0,1770,1
0,11.5,239,1.918272,0,0,1770,1
6,12.5,234.5,1.65,0,0,1830,0.6000004
21,11.5,226,1.65,0,0,360,1
21,11.25472,237.3318,3.355055,85,0,420,1
21,10.44407,237.0838,2.627252,85,0,420,1
21,12.99224,236.9426,2.567671,85,0,420,1
22,11,224.5,1.65,0,0,360,1
22,9.5,232.5,1.65,0,0,360,1
22,11.5,235.5,1.65,0,0,360,1
24,7.5,227,1.767658,0,0,720,1
24,15.5,236,1.851368,0,0,720,1
24,9,230.5,1.65,0,0,840,1
26,10.5,232.5,1.65,0,0,840,1
26,7,233,1.689928,0,0,840,1
26,8.5,235,1.902099,0,0,840,1
27,11.5,233,1.65,0,0,840,1
27,11.5,237.5,1.844247,0,0,840,1
21,10.06354,234.015,3.755001,0,0,3930,1
0,15.5,240,2.590229,0,0,1590,1
1,6,240.5,1.65,0,0,1770,1
33,27.5,15,1.65,-25,0,-30,1
33,19.5,11.5,1.65,-25,0,-30,1
41,28.69421,13.93783,-0.619317,-20,0,0,1
24,21.6081,12.92812,2.246373,-380,0,1590,1
24,20.31945,9.252927,1.117335,0,0,120,1
41,19.0308,8.31016,-0.4008539,-15,0,0,0.9200001
24,22.16695,12.71361,2.219549,-375,0,1650,1
60,20.72898,3.60366,0.02499975,0,0,120,1
32,31.5,16,1.526006,-380,0,1950,1
32,29.5,16,1.486012,-365,0,1500,1
22,25.5,25.5,1.65,-380,0,1440,1
24,25,17.5,1.652756,-380,0,1680,1
24,25.5,18.5,1.65,-375,0,1590,1.3
24,19,23,1.898903,-375,0,1590,1.739999
22,17.70138,31.7901,1.65,-380,0,1440,1
24,16.8569,30.78473,2.130003,0,0,120,1
22,25.34496,30.87809,1.60697,-380,0,1440,1
21,31.97121,23.90869,3.113199,-380,0,1680,1
24,19.89293,22.96065,1.821921,-375,0,1470,1.539999
24,25.1633,24.67235,1.98451,-375,0,1650,1
22,18.76831,20.64376,1.647243,-380,0,1440,1
23,19.00933,29.94876,1.859522,0,0,3510,1
24,17.54479,29.43989,1.843419,-340,0,1890,1
24,18.95617,20.22699,1.862063,-375,0,1710,1
33,31.15086,19.55333,1.614938,-365,0,1560,1
33,18.75908,16.74658,1.550648,-365,0,1560,1
32,31.42509,19.57417,0.7973419,-365,0,1500,1
131,16.16602,16.08731,1.577506,-365,0,1440,1
24,21.94486,30.18235,1.691757,0,0,0,1
24,22.26826,18.27102,1.486882,-340,0,1890,1
24,17.64115,16.21058,1.804594,-375,0,1650,1
23,23.30592,30.81183,1.676362,-365,0,1440,1
131,21.52366,18.4483,1.529687,-20,0,1800,1
24,24.5,44,1.753473,-380,0,1590,1
22,24.5,43,1.706913,-380,0,1440,1
131,17.34703,37.70902,0.8415901,-20,0,1800,1
131,16.53729,38.433,0.8415901,-20,0,1800,1
25,19.99417,38.35596,1.650001,-340,0,1890,1
24,19.28232,38.32567,2.129552,0,0,30,1
25,19.15493,39.72527,1.655574,-340,0,1590,1.679999
22,29.69747,40.53809,1.651153,-380,0,1440,1
22,25.38993,33.00077,1.640393,-380,0,1440,1
22,31.11743,33.70221,1.640393,-380,0,1440,1
33,18.0693,47.4491,1.65104,0,0,30,1
33,18.47707,47.40473,1.657156,0,0,300,1
131,16.5,46.5,1.495044,0,0,390,1
21,18,47,1.610446,0,0,750,1
21,16.18879,32.98815,2.4,0,0,180,1
24,31.51988,33.23553,1.843741,0,0,2250,1
24,28.40437,32.79279,1.788586,0,0,0,1
24,26.76683,46.4713,1.924412,0,0,0,0.7800002
23,22.14412,37.72293,1.65,-365,0,1560,1
24,18.477,45.81009,1.599071,0,0,690,1
127,22.59046,39.47319,1.293222,20,0,3870,1
127,31.28821,42.64645,1.602972,5,0,3300,1
127,22.53212,37.52504,1.56219,5,0,3240,1
131,31.88708,40.38437,-0.8846643,-365,0,1440,1
22,26.5,60.5,1.65,-380,0,1440,1
24,21.86356,50.74885,2.179713,0,0,-90,1
24,30.5,60,1.65,5,0,750,1
33,21,50,1.68863,355,0,1530,1
22,29.63946,50.42764,2.002186,-380,0,1440,1
33,21.31714,52.87438,1.714293,0,0,390,1
33,29.09103,53.3313,1.683695,0,0,390,1
131,28,55,1.334245,0,0,390,1
131,18.5,57.5,1.538095,0,0,390,1
24,18,58,1.604032,0,0,390,1
24,28,53.5,1.598882,0,0,510,1
25,19,56.5,1.616433,0,0,750,1
25,27,56.5,1.611544,0,0,750,1
21,28.5,56,1.640834,0,0,750,1
21,18.54263,57.90224,1.853616,0,0,750,1
21,27.56432,54.36176,1.807051,0,0,930,1
21,21.888,50.36296,2.284541,0,0,930,1
21,17.69297,57.92273,1.91868,0,0,930,1
21,29.22924,52.32976,2.079825,0,0,1590,1
7,28.5,55.5,1.526271,-5,0,3120,1
24,30.71871,49.51658,2.19491,0,0,0,1
24,24.01617,49.45757,1.816652,-365,0,1440,1
30,22.5,60,1.65,-5,0,480,1
22,16.5,69,1.697987,-380,0,1440,1
22,17,78,1.65,-380,0,1440,1
24,16.4054,64.80722,1.703919,0,0,2250,1
9,21.26692,65.74403,1.380246,10,0,4500,1
23,20.24864,64.35998,1.719187,0,0,0,1
129,28,77,1.711864,0,0,2850,0.8600001
22,17,88.5,1.65,-380,0,1440,1
24,27,89.5,1.649999,0,0,750,1
20,16.24902,88.9572,2.827725,60,0,420,1
9,26.34348,88.96604,1.301077,0,0,4800,1
9,21.0117,89.70953,1.301077,0,0,4800,1
129,26,93,1.65,0,0,3330,1
57,26,93,1.65,0,0,3180,1
24,23.79451,91.95521,1.64376,0,0,750,1
24,18,105.5,1.65,0,0,570,1
24,21,101.5,1.65,0,0,570,1
24,22.5,111,1.65,0,0,570,1
24,28.5,106.5,1.65,0,0,570,1
20,18.38354,106.6558,2.827725,20,0,420,1
20,24.07694,110.0429,2.827724,20,0,420,1
24,21.75841,109.4699,1.46141,-5,0,2010,1
24,17,105.5,1.657325,-375,0,1650,1.839999
24,21.5,111.5,1.657753,-375,0,1860,2.339999
9,19.21888,99.58088,1.301077,0,0,4800,1
9,24.64979,105.6931,1.301077,0,0,4860,1
24,19,110.5,1.769295,0,0,840,1
131,23.24442,127.3514,2.712788,25,0,2190,1
33,17,119.5,1.65,365,0,2250,1.48
5,19.5,127.5,1.738761,-15,0,2370,1
5,16.5,126.5,1.778873,-15,0,2370,1
20,27.74848,117.7342,2.895179,20,0,420,1
23,19.80623,127.3733,1.712439,0,0,90,1
22,17.35592,126.11,1.779027,0,0,90,1
24,18.41451,123.8595,1.873173,0,0,90,1
24,25.38377,119.6153,1.701946,0,0,30,1
24,30.35309,126.2437,1.778677,0,0,30,1
24,20.5,127.5,1.53847,-375,0,1920,1.699999
24,19,126.5,1.772582,-375,0,1980,1
9,29.64231,116.5613,1.469251,0,0,4860,1
21,19.0525,125.72,3.048651,20,0,1470,1
33,22,117,1.579826,365,0,2250,1
33,20.5,114.5,1.664469,365,0,2430,1
33,19,115.5,1.278107,365,0,2250,1
31,22.5,118,1.501011,365,0,2250,1
33,23.77674,115.6277,1.796926,0,0,3360,0.6600003
32,24.90475,116.7286,1.743293,0,0,3270,1
33,23.91202,113.2778,1.730719,0,0,3750,0.5000005
131,22,127,1.060203,0,0,2850,1
33,23.5,115.5,1.698068,0,0,3300,1
33,21.44031,113.242,1.682374,0,0,1230,1.539999
33,20.04832,112.9517,1.69751,0,0,1230,1
33,30.76018,140.2686,2.964395,-40,0,2760,1
30,19.01097,136.7116,1.481462,-40,0,2760,2.459999
31,21.62841,138.6048,1.993536,-40,0,2610,2.239999
30,25.22935,134.8425,1.256225,-40,0,2700,1.14
32,23.85719,133.4333,1.046479,-40,0,2760,1
5,23.10402,132.8573,1.61279,-25,0,2370,1
6,24.26773,130.7484,1.61279,-5,0,2070,1
32,27.08711,134.3225,4.225486,20,0,2910,1.52
30,24.30679,136.6612,3.843751,35,0,2910,1.619999
8,24.92029,132.1981,1.936351,-5,0,2070,1
10,17,139.5,2.30066,-5,0,2070,1
10,18,142.5,2.215855,0,0,1800,1
24,26.5,133,1.537706,-375,0,1980,1
24,25,132,1.668422,-375,0,1980,1.52
24,25.5,132,1.591109,-375,0,2130,1
24,26.33358,134.8422,5.907574,20,0,1530,1
24,27.20656,134.9447,5.832781,20,0,1470,1
24,26.03478,131.5474,3.552042,20,0,1560,1
21,25.2411,130.1438,4.900635,20,0,1470,1
21,27.39272,132.3459,4.798982,20,0,1470,1
119,21.5,130,1.894982,0,0,2850,1
23,29.30718,149.9872,1.624608,0,0,90,1
21,26.87112,158.9793,2.555,0,0,3870,1
9,25.21135,155.069,1.301078,-10,0,3270,1
9,18.216,158.5701,1.307526,-10,0,3120,1
24,26.5,151.5,1.64276,0,0,840,1
21,29.72563,154.0114,2.837327,375,0,1500,1
7,26.44897,144.3085,0.8831249,5,0,2310,1
31,17.83964,155.7079,1.482769,0,0,420,1
23,25.5,169,1.670538,0,0,720,1
23,23,163.5,1.65,0,0,720,1
23,30.16646,169.4659,1.65,0,0,387,1
23,31.913,172.8677,1.651306,0,0,417,1
23,30.65927,161.3603,1.65989,0,0,477,1
21,19.70788,171.984,2.555001,0,0,3870,1
9,26.52644,161.6586,1.301077,-10,0,3120,1
24,17.5,174,1.652533,0,0,840,1
24,27.5,163,1.649999,0,0,840,1
24,30.5,171.5,1.664529,0,0,840,1
21,26.78565,167.3986,2.837327,375,0,1500,1
23,19,187,1.65,0,0,780,1
9,18.89063,178.1426,1.507152,-10,0,3270,1
10,23,202,2.715967,0,0,360,1
10,25,205.5,2.391469,0,0,450,1
10,20,194,1.895683,0,0,450,1
10,23,205.5,2.450297,-5,0,450,0.7600002
21,25,207.5,1.877185,0,0,360,1
23,29,202.5,1.657652,0,0,420,1
23,27,192.5,2.11752,0,0,420,1
23,24.5,203.5,1.91496,0,0,780,1
23,19.5,194,1.901913,0,0,780,1
24,18,192.5,2.136157,0,0,720,1
24,22.5,201.5,2.64372,0,0,840,1
30,26.5,198,1.903063,0,0,-300,0.5800004
9,31.40237,199.3538,1.301078,-10,0,3180,1
24,27.5,198,1.86521,0,0,840,1
24,29.5,194,2.115842,0,0,840,1
24,20,194,1.936422,0,0,840,1
24,25.5,197,2.052112,0,0,840,1
10,24.5,208,1.986498,0,0,450,1
23,32,207.5,1.65,0,0,420,1
10,31,214,2.032618,0,0,360,1
10,18.5,213,2.387795,0,0,450,1
10,17.5,212,2.181455,-5,0,450,0.7600002
10,19,220,2.227222,-5,0,450,1
21,19,214.5,2.398302,0,0,360,1
21,20.5,221,2.058936,0,0,360,1
21,18.92966,218.2372,2.622586,85,0,420,1
21,18.41428,217.0696,2.700069,85,0,420,1
21,18.08338,215.1517,3.516068,85,0,420,1
21,18.38884,217.543,2.643169,85,0,600,1
22,19.5,214,2.148293,85,0,810,1
22,20.5,220.5,2.200897,85,0,810,1
22,29.5,213.5,2.117941,0,0,450,1
22,18,220.5,2.271137,0,0,360,1
22,28,214.5,2.436044,0,0,360,1
22,26,220.5,1.994876,0,0,360,1
24,17,211.5,2.028825,0,0,720,1
24,28,220.5,2.064246,0,0,720,1
10,28,220.5,2.155037,0,0,360,0.8400002
10,29.5,222,1.906841,0,0,360,0.8200002
21,32,215,1.90888,0,0,360,1
24,32,215,1.910498,0,0,840,1
10,29.5,231.5,1.87648,0,0,450,1
10,31,234,1.790458,0,0,450,1
21,30.5,233,1.885259,0,0,360,1
21,23.5,229.5,2.271238,0,0,360,1
21,17.5,229.5,2.251328,0,0,360,1
10,17.59153,229.1282,2.060019,0,0,360,0.7800002
21,18.7599,238.8451,2.91283,85,0,420,1
21,17.57216,228.4582,2.861102,85,0,420,1
22,17.5,229.5,2.096562,85,0,810,1
10,23,228,2.189969,0,0,360,0.7800002
10,24,229,2.073357,0,0,360,0.7800002
22,19.5,239,1.692786,0,0,360,1
22,26,237,2.061538,0,0,360,1
22,29.5,224.5,1.803607,0,0,360,1
22,30.5,232.5,1.822686,0,0,360,1
23,30.5,237,1.740041,0,0,360,1
24,23.5,228,2.151679,0,0,720,1
24,17,229,2.174413,0,0,720,1
24,25,236.5,1.840732,0,0,840,1
24,20,238,1.693077,0,0,840,1
0,19,244,1.65,0,0,1770,1
0,22,247.5,1.65,0,0,1800,1
0,28.5,247.5,1.811646,0,0,0,1
21,23.5,243.5,1.65,0,0,450,1
21,20,241,1.65,0,0,450,1
21,26.05074,245.801,3.121455,-55,0,270,1
21,20.16234,242.8952,2.904113,-55,0,270,1
21,26.01446,247.3803,3.034043,-5,0,270,1
22,29,243.5,1.724516,0,0,450,1
24,26.5,244.5,1.863302,0,0,840,1
24,21.5,245,1.65,0,0,840,1
33,37.5,12.5,1.689494,-25,0,-30,1
41,35.68449,12.50085,0.8394086,-15,0,-30,0.8000002
41,45.84982,6.212221,-0.3190609,-25,0,-30,1
24,44.5,12.5,1.589628,0,0,3750,1
22,34.38465,15.43935,2.466927,-380,0,1440,1
24,32.99794,15.7114,1.886271,-375,0,1710,1
22,32.5,24,1.94435,-380,0,1440,1
22,43,18.5,1.886405,-380,0,1440,1
24,40.5,20,2.074759,-380,0,1770,1
24,47.5,17.5,1.716516,-380,0,1770,1
20,42.54106,23.90355,3.284863,375,0,1590,1
20,46.90853,16.84331,2.908019,375,0,1590,1
24,35.45107,16.43531,1.82906,-380,0,1770,1
21,32.09901,16.27952,2.255219,-380,0,1770,1
21,33.15102,28.08099,2.399307,0,0,720,1
32,41.96844,31.04339,1.753689,0,0,750,1
9,40.52417,43.65556,1.325911,10,0,4620,1
9,38.06581,47.06639,1.747766,10,0,4500,1
22,35.28242,46.72639,2.231323,-380,0,1440,1
22,40.70716,37.83842,1.640392,-380,0,1440,1
31,41.23402,33.41967,1.93171,0,0,780,1
131,36.02254,33.11801,1.554226,-365,0,1440,1
127,46.32909,46.54939,1.507557,-15,0,3540,1
127,35.48329,42.5281,1.273222,45,0,3510,1
127,36.50138,42.94725,1.340117,30,0,3570,1
22,40.5,57,1.65,-380,0,1440,1
9,41.26838,52.14631,1.492792,10,0,4620,1
9,43.89919,53.0627,1.499386,10,0,4620,1
9,45.2767,51.84127,1.539752,10,0,4680,1
24,38,60.5,1.65,5,0,750,1
24,32.5,61.5,1.65,5,0,750,1
24,33,63,1.65,5,0,810,1
24,36,58.5,1.649999,5,0,810,1
24,41,63.5,1.65,5,0,810,1
21,35.28172,63.87725,2.837326,375,0,1590,1
21,36.29678,63.98193,2.837326,375,0,1590,1
21,40.09182,60.2683,2.837326,375,0,1590,1
20,40.33083,61.06961,2.837327,375,0,1590,1
20,38.50601,59.31712,2.837327,375,0,1590,1
34,34.5,51.5,1.754284,0,0,420,1
33,38.5,50.5,1.95284,-15,0,720,1
52,34.5,51.5,1.774084,-5,0,1110,0.6000004
58,36.5,55.5,1.693345,-5,0,1110,1
58,36.7312,54.41184,2.063227,105,0,1200,1
7,35,56.5,1.714534,105,0,1200,1
6,33.5,50.5,1.871596,0,0,1260,0.5800004
6,34.5,53.5,1.658341,0,0,1260,0.5600004
6,36.55615,50.44385,2.150602,0,0,1290,0.4200004
127,41.45784,49.38132,1.79256,20,0,3780,1
127,42.53975,56.49822,2.203117,-15,0,3690,1
33,36,64,1.65,355,0,1530,1
9,46.76352,67.69061,1.301078,0,0,4680,1
9,43.41942,74.03716,1.301077,0,0,4680,1
24,35,64.5,1.65,5,0,750,1.36
24,40,70,1.65,5,0,810,1
32,36.5,65.5,1.65,355,0,1530,1
33,37,65.5,1.65,355,0,1530,1
33,38,66.5,1.65,355,0,1530,1
9,46.33611,80.28752,1.301078,0,0,4680,1
9,42.34897,89.00154,1.325843,0,0,4680,1
129,34.89043,89.92293,1.729568,0,0,2880,0.7000003
129,34.60849,89.81716,3.417863,0,0,2670,0.6600003
24,48,81.5,1.65,5,0,810,1
