Header: 0
Map Number: 1
Object Count: 2870
Type,PositionX,PositionY,PositionZ,AngleX,AngleY,AngleZ,Scale
0,4,110.5,174.6535,-5,0,2070,1
24,13.42921,101.9803,153.4801,0,0,210,1
24,9.405756,101.2485,151.6074,0,0,390,1
24,5.73422,109.9488,149.5471,0,0,390,1
1,3.118216,97.18977,189.1927,0,0,210,1
24,4.760304,98.81293,208.0067,0,0,210,1
25,8,98.5,165.9254,0,0,390,1
24,5,97.5,174.5141,0,0,480,1
20,5.799468,98.72887,288.2848,60,0,420,1
20,5.996305,108.0552,269.4601,60,0,420,1
22,8.837033,97.93091,165.2444,0,0,0,1
24,11.56993,101.7099,222.0227,20,0,1500,1
24,10.86972,101.1986,221.9348,20,0,1590,1
21,11.41844,101.1121,287.2327,20,0,1470,1
21,5.961627,110.6764,290.4351,20,0,1470,1
30,6.121869,115.898,184.9394,-5,0,2070,1
30,4.5,127.5,208.3822,-5,0,2370,1
0,4.5,118,165,-5,0,2070,1
22,11.0306,116.9951,174.0991,0,0,0,1
23,12.95808,124.5689,165,0,0,0,1
23,7.509249,125.3898,171.5569,0,0,90,1
24,12.18468,115.751,156.8194,0,0,30,1
24,10.77622,113.4006,135.6467,0,0,390,1
24,14.82148,121.3923,154.0975,0,0,390,1
0,4.150239,123.7994,195.7061,-5,0,2010,1
24,10.5,114,160.1181,0,0,840,1.42
24,6.912741,113.568,233.4386,20,0,1500,1
33,15.5,118,151.1394,365,0,2340,1
32,14.60923,118.1922,102.8901,0,0,1140,1
31,4,141.5,178.3304,-5,0,1920,1
0,3.5,137,203.3907,-5,0,2070,1
0,4,130.5,237.7178,-5,0,2010,1
22,8.650387,129.9943,174.5892,0,0,0,1
22,13.81974,136.9688,176.0485,0,0,0,1
24,10.04959,133.3501,147.5666,-5,0,2010,1
24,13.83067,128.4973,153.133,-5,0,2010,1
6,11.5,134.5,165,0,0,1620,0.6400003
57,3.5,143.5,200.3253,0,0,120,1
31,4,150,160.7127,-5,0,2220,1
56,4,147,178.745,0,0,840,1
0,3,145,217.0755,-5,0,2010,1
58,7.5,149.5,153.9368,-5,0,2010,1
92,8.5,150.5,140.2441,-5,0,2310,1
116,7,148.5,161.6429,-5,0,2190,0.8200002
116,4.5,145,171.9436,0,0,2280,0.8200002
116,5.5,146,166.6163,-5,0,2190,0.7200003
0,2,174.5,206.0949,0,0,2070,1
0,6,171.5,168.7417,0,0,2370,1
0,6.5,175,168.4921,0,0,1830,1
31,6,169.5,167.5276,0,0,1830,1
23,11,169,165,0,0,780,1
23,14.5,165,165,0,0,780,1
21,11.97464,172.7927,255.5001,0,0,3870,1
9,14.5,166,165,0,0,3390,1
33,8.755274,160.9766,121.7909,0,0,750,1
32,11.00164,160.5179,141.9699,0,0,420,0.96
1,2.5,180,297.4779,0,0,1890,1
0,4.5,184.5,265.8686,0,0,2340,1
0,9,181.5,178.0345,0,0,1770,1
0,4.5,189.5,275.9362,0,0,2070,1
0,6.5,179,290.4503,0,0,2310,1
23,14,187.5,165,0,0,420,1
21,13.83875,183.5162,257.5324,0,0,3870,1
9,12.12202,184.9707,133.1078,-10,0,3180,1
1,2.5,201,336.7482,0,0,1890,1
0,6,205,192.6413,0,0,1770,1
0,7.5,198,168.8953,0,0,1770,1
0,8,193,170.5465,0,0,2070,1
0,6.5,207.5,184.8082,0,0,2130,1
22,14.5,202.5,189.1167,0,0,420,1
24,10.5,198,165,0,0,720,1
25,15,204,168.906,0,0,840,1
21,13.33233,198.2982,285.5001,0,0,3870,1
21,12.86191,194.1411,285.5001,0,0,3930,1
9,12.96701,202.6354,185.3214,-10,0,3180,1
0,6,220,225.1052,0,0,2640,1
1,5.5,217,267.1094,0,0,1890,1
0,4.5,211.5,263.6029,0,0,2250,1
22,10.5,208.5,167.839,0,0,420,1
22,10,213.5,182.3777,0,0,360,1
24,11,220.5,164.9884,0,0,720,1
21,12.32589,209.921,285.5001,0,0,3930,1
21,11.85187,219.92,282.4823,0,0,3930,1
9,9.949828,222.9478,130.1078,-10,0,3180,1
0,6.5,229,165,0,0,2370,1
0,6,236.5,165.5322,0,0,2370,1
0,5,224.5,168.655,0,0,2490,0.8400002
0,5,232.5,165,0,0,1770,1
0,4,227,185.6021,0,0,1770,1
0,11.5,239,191.8273,0,0,1770,1
6,12.5,234.5,165,0,0,1830,0.6000004
21,11.5,226,165,0,0,360,1
21,11.25472,237.3318,335.5055,85,0,420,1
21,10.44407,237.0838,262.7252,85,0,420,1
21,12.99224,236.9426,256.7671,85,0,420,1
22,11,224.5,165,0,0,360,1
22,9.5,232.5,165,0,0,360,1
22,11.5,235.5,165,0,0,360,1
24,7.5,227,176.7657,0,0,720,1
24,15.5,236,185.1368,0,0,720,1
24,9,230.5,165,0,0,840,1
26,10.5,232.5,165,0,0,840,1
26,7,233,168.9928,0,0,840,1
26,8.5,235,190.2099,0,0,840,1
27,11.5,233,165,0,0,840,1
27,11.5,237.5,184.4247,0,0,840,1
21,10.06354,234.015,375.5001,0,0,3930,1
0,15.5,240,259.0229,0,0,1590,1
1,6,240.5,165,0,0,1770,1
33,27.5,15,165,-25,0,-30,1
33,19.5,11.5,165,-25,0,-30,1
41,28.69421,13.93783,-61.9317,-20,0,0,1
24,21.6081,12.92812,224.6373,-380,0,1590,1
24,20.31945,9.252927,111.7335,0,0,120,1
41,19.0308,8.31016,-40.08539,-15,0,0,0.9200001
24,22.16695,12.71361,221.9549,-375,0,1650,1
60,20.72898,3.60366,2.499975,0,0,120,1
32,31.5,16,152.6006,-380,0,1950,1
32,29.5,16,148.6012,-365,0,1500,1
22,25.5,25.5,165,-380,0,1440,1
24,25,17.5,165.2757,-380,0,1680,1
24,25.5,18.5,165,-375,0,1590,1.3
24,19,23,189.8903,-375,0,1590,1.739999
22,17.70138,31.7901,165,-380,0,1440,1
24,16.8569,30.78473,213.0003,0,0,120,1
22,25.34496,30.87809,160.697,-380,0,1440,1
21,31.97121,23.90869,311.3199,-380,0,1680,1
24,19.89293,22.96065,182.1921,-375,0,1470,1.539999
24,25.1633,24.67235,198.451,-375,0,1650,1
22,18.76831,20.64376,164.7243,-380,0,1440,1
23,19.00933,29.94876,185.9522,0,0,3510,1
24,17.54479,29.43989,184.3419,-340,0,1890,1
24,18.95617,20.22699,186.2063,-375,0,1710,1
33,31.15086,19.55333,161.4938,-365,0,1560,1
33,18.75908,16.74658,155.0648,-365,0,1560,1
32,31.42509,19.57417,79.73419,-365,0,1500,1
131,16.16602,16.08731,157.7506,-365,0,1440,1
24,21.94486,30.18235,169.1757,0,0,0,1
24,22.26826,18.27102,148.6882,-340,0,1890,1
24,17.64115,16.21058,180.4594,-375,0,1650,1
23,23.30592,30.81183,167.6362,-365,0,1440,1
131,21.52366,18.4483,152.9687,-20,0,1800,1
24,24.5,44,175.3473,-380,0,1590,1
22,24.5,43,170.6913,-380,0,1440,1
131,17.34703,37.70902,84.15901,-20,0,1800,1
131,16.53729,38.433,84.15901,-20,0,1800,1
25,19.99417,38.35596,165.0001,-340,0,1890,1
24,19.28232,38.32567,212.9552,0,0,30,1
25,19.15493,39.72527,165.5574,-340,0,1590,1.679999
22,29.69747,40.53809,165.1153,-380,0,1440,1
22,25.38993,33.00077,164.0393,-380,0,1440,1
22,31.11743,33.70221,164.0393,-380,0,1440,1
33,18.0693,47.4491,165.104,0,0,30,1
33,18.47707,47.40473,165.7156,0,0,300,1
131,16.5,46.5,149.5044,0,0,390,1
21,18,47,161.0446,0,0,750,1
21,16.18879,32.98815,240,0,0,180,1
24,31.51988,33.23553,184.3741,0,0,2250,1
24,28.40437,32.79279,178.8586,0,0,0,1
24,26.76683,46.4713,192.4412,0,0,0,0.7800002
23,22.14412,37.72293,165,-365,0,1560,1
24,18.477,45.81009,159.9071,0,0,690,1
127,22.59046,39.47319,129.3222,20,0,3870,1
127,31.28821,42.64645,160.2972,5,0,3300,1
127,22.53212,37.52504,156.219,5,0,3240,1
131,31.88708,40.38437,-88.46643,-365,0,1440,1
22,26.5,60.5,165,-380,0,1440,1
24,21.86356,50.74885,217.9713,0,0,-90,1
24,30.5,60,165,5,0,750,1
33,21,50,168.863,355,0,1530,1
22,29.63946,50.42764,200.2186,-380,0,1440,1
33,21.31714,52.87438,171.4293,0,0,390,1
33,29.09103,53.3313,168.3695,0,0,390,1
131,28,55,133.4245,0,0,390,1
131,18.5,57.5,153.8095,0,0,390,1
24,18,58,160.4032,0,0,390,1
24,28,53.5,159.8882,0,0,510,1
25,19,56.5,161.6433,0,0,750,1
25,27,56.5,161.1544,0,0,750,1
21,28.5,56,164.0834,0,0,750,1
21,18.54263,57.90224,185.3616,0,0,750,1
21,27.56432,54.36176,180.7051,0,0,930,1
21,21.888,50.36296,228.4541,0,0,930,1
21,17.69297,57.92273,191.868,0,0,930,1
21,29.22924,52.32976,207.9825,0,0,1590,1
7,28.5,55.5,152.6271,-5,0,3120,1
24,30.71871,49.51658,219.491,0,0,0,1
24,24.01617,49.45757,181.6652,-365,0,1440,1
30,22.5,60,165,-5,0,480,1
22,16.5,69,169.7987,-380,0,1440,1
22,17,78,165,-380,0,1440,1
24,16.4054,64.80722,170.3919,0,0,2250,1
9,21.26692,65.74403,138.0246,10,0,4500,1
23,20.24864,64.35998,171.9187,0,0,0,1
129,28,77,171.1864,0,0,2850,0.8600001
22,17,88.5,165,-380,0,1440,1
24,27,89.5,165,0,0,750,1
20,16.24902,88.9572,282.7725,60,0,420,1
9,26.34348,88.96604,130.1077,0,0,4800,1
9,21.0117,89.70953,130.1077,0,0,4800,1
129,26,93,165,0,0,3330,1
57,26,93,165,0,0,3180,1
24,23.79451,91.95521,164.376,0,0,750,1
24,18,105.5,165,0,0,570,1
24,21,101.5,165,0,0,570,1
24,22.5,111,165,0,0,570,1
24,28.5,106.5,165,0,0,570,1
20,18.38354,106.6558,282.7725,20,0,420,1
20,24.07694,110.0429,282.7724,20,0,420,1
24,21.75841,109.4699,146.141,-5,0,2010,1
24,17,105.5,165.7325,-375,0,1650,1.839999
24,21.5,111.5,165.7753,-375,0,1860,2.339999
9,19.21888,99.58088,130.1077,0,0,4800,1
9,24.64979,105.6931,130.1077,0,0,4860,1
24,19,110.5,176.9295,0,0,840,1
131,23.24442,127.3514,271.2788,25,0,2190,1
33,17,119.5,165,365,0,2250,1.48
5,19.5,127.5,173.8761,-15,0,2370,1
5,16.5,126.5,177.8873,-15,0,2370,1
20,27.74848,117.7342,289.5179,20,0,420,1
23,19.80623,127.3733,171.2439,0,0,90,1
22,17.35592,126.11,177.9027,0,0,90,1
24,18.41451,123.8595,187.3173,0,0,90,1
24,25.38377,119.6153,170.1946,0,0,30,1
24,30.35309,126.2437,177.8677,0,0,30,1
24,20.5,127.5,153.847,-375,0,1920,1.699999
24,19,126.5,177.2582,-375,0,1980,1
9,29.64231,116.5613,146.9251,0,0,4860,1
21,19.0525,125.72,304.8651,20,0,1470,1
33,22,117,157.9826,365,0,2250,1
33,20.5,114.5,166.4469,365,0,2430,1
33,19,115.5,127.8107,365,0,2250,1
31,22.5,118,150.1011,365,0,2250,1
33,23.77674,115.6277,179.6926,0,0,3360,0.6600003
32,24.90475,116.7286,174.3293,0,0,3270,1
33,23.91202,113.2778,173.0719,0,0,3750,0.5000005
131,22,127,106.0203,0,0,2850,1
33,23.5,115.5,169.8068,0,0,3300,1
33,21.44031,113.242,168.2374,0,0,1230,1.539999
33,20.04832,112.9517,169.751,0,0,1230,1
33,30.76018,140.2686,296.4395,-40,0,2760,1
30,19.01097,136.7116,148.1462,-40,0,2760,2.459999
31,21.62841,138.6048,199.3536,-40,0,2610,2.239999
30,25.22935,134.8425,125.6225,-40,0,2700,1.14
32,23.85719,133.4333,104.6479,-40,0,2760,1
5,23.10402,132.8573,161.279,-25,0,2370,1
6,24.26773,130.7484,161.279,-5,0,2070,1
32,27.08711,134.3225,422.5486,20,0,2910,1.52
30,24.30679,136.6612,384.3751,35,0,2910,1.619999
8,24.92029,132.1981,193.6351,-5,0,2070,1
10,17,139.5,230.066,-5,0,2070,1
10,18,142.5,221.5855,0,0,1800,1
24,26.5,133,153.7706,-375,0,1980,1
24,25,132,166.8422,-375,0,1980,1.52
24,25.5,132,159.1109,-375,0,2130,1
24,26.33358,134.8422,590.7574,20,0,1530,1
24,27.20656,134.9447,583.2781,20,0,1470,1
24,26.03478,131.5474,355.2042,20,0,1560,1
21,25.2411,130.1438,490.0635,20,0,1470,1
21,27.39272,132.3459,479.8982,20,0,1470,1
119,21.5,130,189.4982,0,0,2850,1
23,29.30718,149.9872,162.4608,0,0,90,1
21,26.87112,158.9793,255.5,0,0,3870,1
9,25.21135,155.069,130.1078,-10,0,3270,1
9,18.216,158.5701,130.7526,-10,0,3120,1
24,26.5,151.5,164.276,0,0,840,1
21,29.72563,154.0114,283.7327,375,0,1500,1
7,26.44897,144.3085,88.31249,5,0,2310,1
31,17.83964,155.7079,148.2769,0,0,420,1
23,25.5,169,167.0538,0,0,720,1
23,23,163.5,165,0,0,720,1
23,30.16646,169.4659,165,0,0,387,1
23,31.913,172.8677,165.1306,0,0,417,1
23,30.65927,161.3603,165.989,0,0,477,1
21,19.70788,171.984,255.5001,0,0,3870,1
9,26.52644,161.6586,130.1077,-10,0,3120,1
24,17.5,174,165.2533,0,0,840,1
24,27.5,163,165,0,0,840,1
24,30.5,171.5,166.4529,0,0,840,1
21,26.78565,167.3986,283.7327,375,0,1500,1
23,19,187,165,0,0,780,1
9,18.89063,178.1426,150.7152,-10,0,3270,1
10,23,202,271.5967,0,0,360,1
10,25,205.5,239.147,0,0,450,1
10,20,194,189.5683,0,0,450,1
10,23,205.5,245.0297,-5,0,450,0.7600002
21,25,207.5,187.7185,0,0,360,1
23,29,202.5,165.7652,0,0,420,1
23,27,192.5,211.752,0,0,420,1
23,24.5,203.5,191.496,0,0,780,1
23,19.5,194,190.1913,0,0,780,1
24,18,192.5,213.6157,0,0,720,1
24,22.5,201.5,264.372,0,0,840,1
30,26.5,198,190.3063,0,0,-300,0.5800004
9,31.40237,199.3538,130.1078,-10,0,3180,1
24,27.5,198,186.521,0,0,840,1
24,29.5,194,211.5842,0,0,840,1
24,20,194,193.6422,0,0,840,1
24,25.5,197,205.2112,0,0,840,1
10,24.5,208,198.6498,0,0,450,1
23,32,207.5,165,0,0,420,1
10,31,214,203.2618,0,0,360,1
10,18.5,213,238.7795,0,0,450,1
10,17.5,212,218.1455,-5,0,450,0.7600002
10,19,220,222.7222,-5,0,450,1
21,19,214.5,239.8302,0,0,360,1
21,20.5,221,205.8936,0,0,360,1
21,18.92966,218.2372,262.2585,85,0,420,1
21,18.41428,217.0696,270.0069,85,0,420,1
21,18.08338,215.1517,351.6068,85,0,420,1
21,18.38884,217.543,264.3169,85,0,600,1
22,19.5,214,214.8293,85,0,810,1
22,20.5,220.5,220.0898,85,0,810,1
22,29.5,213.5,211.7941,0,0,450,1
22,18,220.5,227.1137,0,0,360,1
22,28,214.5,243.6043,0,0,360,1
22,26,220.5,199.4876,0,0,360,1
24,17,211.5,202.8824,0,0,720,1
24,28,220.5,206.4246,0,0,720,1
10,28,220.5,215.5037,0,0,360,0.8400002
10,29.5,222,190.6841,0,0,360,0.8200002
21,32,215,190.888,0,0,360,1
24,32,215,191.0498,0,0,840,1
10,29.5,231.5,187.648,0,0,450,1
10,31,234,179.0458,0,0,450,1
21,30.5,233,188.5259,0,0,360,1
21,23.5,229.5,227.1238,0,0,360,1
21,17.5,229.5,225.1328,0,0,360,1
10,17.59153,229.1282,206.0019,0,0,360,0.7800002
21,18.7599,238.8451,291.283,85,0,420,1
21,17.57216,228.4582,286.1102,85,0,420,1
22,17.5,229.5,209.6562,85,0,810,1
10,23,228,218.9969,0,0,360,0.7800002
10,24,229,207.3357,0,0,360,0.7800002
22,19.5,239,169.2786,0,0,360,1
22,26,237,206.1537,0,0,360,1
22,29.5,224.5,180.3607,0,0,360,1
22,30.5,232.5,182.2686,0,0,360,1
23,30.5,237,174.0041,0,0,360,1
24,23.5,228,215.1679,0,0,720,1
24,17,229,217.4413,0,0,720,1
24,25,236.5,184.0732,0,0,840,1
24,20,238,169.3077,0,0,840,1
0,19,244,165,0,0,1770,1
0,22,247.5,165,0,0,1800,1
0,28.5,247.5,181.1646,0,0,0,1
21,23.5,243.5,165,0,0,450,1
21,20,241,165,0,0,450,1
21,26.05074,245.801,312.1455,-55,0,270,1
21,20.16234,242.8952,290.4113,-55,0,270,1
21,26.01446,247.3803,303.4043,-5,0,270,1
22,29,243.5,172.4516,0,0,450,1
24,26.5,244.5,186.3302,0,0,840,1
24,21.5,245,165,0,0,840,1
33,37.5,12.5,168.9494,-25,0,-30,1
41,35.68449,12.50085,83.94086,-15,0,-30,0.8000002
41,45.84982,6.212221,-31.90609,-25,0,-30,1
24,44.5,12.5,158.9628,0,0,3750,1
22,34.38465,15.43935,246.6927,-380,0,1440,1
24,32.99794,15.7114,188.6271,-375,0,1710,1
22,32.5,24,194.435,-380,0,1440,1
22,43,18.5,188.6405,-380,0,1440,1
24,40.5,20,207.4759,-380,0,1770,1
24,47.5,17.5,171.6516,-380,0,1770,1
20,42.54106,23.90355,328.4863,375,0,1590,1
20,46.90853,16.84331,290.8019,375,0,1590,1
24,35.45107,16.43531,182.906,-380,0,1770,1
21,32.09901,16.27952,225.5219,-380,0,1770,1
21,33.15102,28.08099,239.9307,0,0,720,1
32,41.96844,31.04339,175.3689,0,0,750,1
9,40.52417,43.65556,132.5911,10,0,4620,1
9,38.06581,47.06639,174.7766,10,0,4500,1
22,35.28242,46.72639,223.1323,-380,0,1440,1
22,40.70716,37.83842,164.0392,-380,0,1440,1
31,41.23402,33.41967,193.171,0,0,780,1
131,36.02254,33.11801,155.4226,-365,0,1440,1
127,46.32909,46.54939,150.7557,-15,0,3540,1
127,35.48329,42.5281,127.3222,45,0,3510,1
127,36.50138,42.94725,134.0117,30,0,3570,1
22,40.5,57,165,-380,0,1440,1
9,41.26838,52.14631,149.2792,10,0,4620,1
9,43.89919,53.0627,149.9386,10,0,4620,1
9,45.2767,51.84127,153.9752,10,0,4680,1
24,38,60.5,165,5,0,750,1
24,32.5,61.5,165,5,0,750,1
24,33,63,165,5,0,810,1
24,36,58.5,165,5,0,810,1
24,41,63.5,165,5,0,810,1
21,35.28172,63.87725,283.7326,375,0,1590,1
21,36.29678,63.98193,283.7326,375,0,1590,1
21,40.09182,60.2683,283.7326,375,0,1590,1
20,40.33083,61.06961,283.7327,375,0,1590,1
20,38.50601,59.31712,283.7327,375,0,1590,1
34,34.5,51.5,175.4284,0,0,420,1
33,38.5,50.5,195.284,-15,0,720,1
52,34.5,51.5,177.4084,-5,0,1110,0.6000004
58,36.5,55.5,169.3345,-5,0,1110,1
58,36.7312,54.41184,206.3227,105,0,1200,1
7,35,56.5,171.4534,105,0,1200,1
6,33.5,50.5,187.1596,0,0,1260,0.5800004
6,34.5,53.5,165.8341,0,0,1260,0.5600004
6,36.55615,50.44385,215.0602,0,0,1290,0.4200004
127,41.45784,49.38132,179.256,20,0,3780,1
127,42.53975,56.49822,220.3117,-15,0,3690,1
33,36,64,165,355,0,1530,1
9,46.76352,67.69061,130.1078,0,0,4680,1
9,43.41942,74.03716,130.1077,0,0,4680,1
24,35,64.5,165,5,0,750,1.36
24,40,70,165,5,0,810,1
32,36.5,65.5,165,355,0,1530,1
33,37,65.5,165,355,0,1530,1
33,38,66.5,165,355,0,1530,1
9,46.33611,80.28752,130.1078,0,0,4680,1
9,42.34897,89.00154,132.5843,0,0,4680,1
129,34.89043,89.92293,172.9568,0,0,2880,0.7000003
129,34.60849,89.81716,341.7863,0,0,2670,0.6600003
24,48,81.5,165,5,0,810,1
10,38.0037,109.8269,155.8703,-10,0,3060,0.96
33,38.77894,109.6413,167.2108,0,0,3210,1
31,39.86809,110.7673,177.5494,0,0,3270,0.4400004
10,45.5,110.5,207.9311,5,0,3150,1.38
24,34.5,104,165,0,0,660,1
24,38.5,110.5,165,0,0,660,1
24,42,103,165,0,0,750,1
20,33.85385,104.7427,282.7724,20,0,420,1
